user_id,experiment_group,experiment_start_month
5630-AHZIL,control,1900-01-01
2673-CXQEU,control,1900-04-01
6416-JNVRK,control,1900-11-01
5590-ZSKRV,control,1900-10-01
0191-ZHSKZ,control,1900-01-01
3887-PBQAO,control,1900-08-01
5919-TMRGD,discount,1900-06-01
8108-UXRQN,discount,1900-12-01
9191-MYQKX,discount,1900-09-01
9919-YLNNG,control,1900-12-01
0318-ZOPWS,discount,1900-06-01
4445-ZJNMU,control,1900-08-01
4808-YNLEU,discount,1900-02-01
1862-QRWPE,control,1900-05-01
2796-NNUFI,discount,1900-03-01
3016-KSVCP,discount,1900-11-01
4767-HZZHQ,control,1900-06-01
2424-WVHPL,discount,1900-08-01
7233-PAHHL,control,1900-05-01
6067-NGCEU,control,1900-06-01
9848-JQJTX,control,1900-01-01
8637-XJIVR,control,1900-07-01
9803-FTJCG,discount,1900-09-01
0278-YXOOG,control,1900-10-01
3212-KXOCR,discount,1900-09-01
4598-XLKNJ,discount,1900-12-01
6380-ARCEH,control,1900-07-01
3679-XASPY,discount,1900-02-01
7123-WQUHX,discount,1900-12-01
5386-THSLQ,control,1900-02-01
3192-NQECA,discount,1900-01-01
6180-YBIQI,discount,1900-02-01
6728-DKUCO,discount,1900-01-01
9750-BOOHV,control,1900-12-01
8597-CWYHH,discount,1900-10-01
2848-YXSMW,discount,1900-12-01
0486-HECZI,control,1900-09-01
4549-ZDQYY,control,1900-01-01
5712-AHQNN,control,1900-09-01
4846-WHAFZ,discount,1900-02-01
5256-SKJGO,discount,1900-01-01
3071-VBYPO,discount,1900-12-01
9560-BBZXK,discount,1900-05-01
5299-RULOA,control,1900-07-01
8402-OOOHJ,control,1900-09-01
9445-ZUEQE,discount,1900-08-01
1091-SOZGA,discount,1900-04-01
2928-HLDBA,control,1900-04-01
0404-SWRVG,control,1900-04-01
6497-TILVL,discount,1900-12-01
7219-TLZHO,control,1900-09-01
4622-YNKIJ,discount,1900-11-01
4412-YLTKF,discount,1900-08-01
6734-PSBAW,discount,1900-10-01
3930-ZGWVE,discount,1900-05-01
2639-UGMAZ,discount,1900-11-01
2876-GZYZC,discount,1900-08-01
6207-WIOLX,control,1900-06-01
8587-XYZSF,control,1900-12-01
3091-FYHKI,control,1900-10-01
2372-HWUHI,control,1900-03-01
7799-LGRDP,control,1900-05-01
7850-VWJUU,discount,1900-01-01
3774-VBNXY,discount,1900-01-01
6217-KDYWC,discount,1900-06-01
0390-DCFDQ,control,1900-04-01
3146-MSEGF,control,1900-04-01
4080-OGPJL,control,1900-07-01
1095-WGNGG,discount,1900-04-01
2636-SJDOU,control,1900-02-01
1131-QQZEB,control,1900-12-01
5716-EZXZN,control,1900-10-01
6837-BJYDQ,discount,1900-01-01
2135-RXIHG,discount,1900-03-01
6440-DKQGE,discount,1900-03-01
3466-BYAVD,control,1900-10-01
3780-YVMFA,discount,1900-06-01
3874-EQOEP,control,1900-01-01
1679-JRFBR,control,1900-02-01
9073-ZZIAY,control,1900-03-01
3077-RSNTJ,discount,1900-12-01
6551-GNYDG,control,1900-07-01
9167-APMXZ,discount,1900-10-01
2749-CTKAJ,discount,1900-08-01
6371-NZYEG,discount,1900-01-01
7554-NEWDD,control,1900-04-01
8992-VONJD,control,1900-07-01
0867-MKZVY,discount,1900-03-01
4482-EWFMI,discount,1900-07-01
4648-YPBTM,control,1900-11-01
2907-ILJBN,control,1900-11-01
6345-FZOQH,discount,1900-04-01
3376-BMGFE,discount,1900-05-01
5997-OPVFA,discount,1900-10-01
3445-HXXGF,discount,1900-07-01
1159-WFSGR,control,1900-08-01
7654-YWJUF,control,1900-04-01
1875-QIVME,discount,1900-06-01
6727-IOTLZ,control,1900-08-01
0691-JVSYA,discount,1900-12-01
5918-VUKWP,discount,1900-08-01
1744-JHKYS,discount,1900-06-01
2656-FMOKZ,discount,1900-03-01
2070-FNEXE,discount,1900-03-01
5947-SGKCL,discount,1900-10-01
3712-PKXZA,discount,1900-07-01
6317-YPKDH,discount,1900-12-01
6582-OIVSP,control,1900-04-01
9367-WXLCH,control,1900-05-01
5524-KHNJP,control,1900-11-01
1918-ZBFQJ,discount,1900-01-01
1024-GUALD,discount,1900-12-01
4827-USJHP,discount,1900-02-01
8167-GJLRN,discount,1900-05-01
0956-SYCWG,control,1900-06-01
8017-UVSZU,control,1900-08-01
7100-FQPRV,discount,1900-01-01
2472-OVKUP,control,1900-10-01
2984-RGEYA,control,1900-10-01
9680-NIAUV,control,1900-02-01
2146-EGVDT,control,1900-07-01
2604-IJPDU,discount,1900-03-01
9178-JHUVJ,control,1900-11-01
6168-YBYNP,control,1900-10-01
7255-SSFBC,discount,1900-09-01
3645-DEYGF,control,1900-03-01
9323-HGFWY,control,1900-09-01
8544-GOQSH,discount,1900-08-01
3363-DTIVD,discount,1900-11-01
7018-WBJNK,control,1900-01-01
9142-KZXOP,control,1900-10-01
7674-YTAFD,control,1900-10-01
6348-SNFUS,discount,1900-10-01
1285-OKIPP,discount,1900-06-01
7825-ECJRF,control,1900-06-01
1347-KTTTA,discount,1900-03-01
7841-TZDMQ,discount,1900-11-01
4195-NZGTA,control,1900-02-01
7157-SMCFK,control,1900-03-01
4709-LKHYG,discount,1900-12-01
2504-DSHIH,control,1900-02-01
0699-NDKJM,control,1900-11-01
9286-BHDQG,control,1900-10-01
0230-WEQUW,discount,1900-10-01
2040-LDIWQ,discount,1900-10-01
6496-JDSSB,discount,1900-07-01
9408-SSNVZ,discount,1900-03-01
4443-EMBNA,discount,1900-11-01
6469-MRVET,discount,1900-01-01
0742-MOABM,discount,1900-09-01
5961-VUSRV,discount,1900-08-01
6778-JFCMK,control,1900-03-01
6341-JVQGF,control,1900-06-01
2232-DMLXU,discount,1900-12-01
4811-JBUVU,control,1900-01-01
0945-TSONX,control,1900-01-01
2651-ZCBXV,control,1900-11-01
3316-UWXUY,discount,1900-04-01
8937-RDTHP,control,1900-12-01
7083-MIOPC,control,1900-05-01
1984-GPTEH,control,1900-01-01
1251-KRREG,control,1900-08-01
0621-JFHOL,control,1900-10-01
9903-LYSAB,control,1900-10-01
0094-OIFMO,control,1900-12-01
9227-UAQFT,control,1900-03-01
7301-ABVAD,control,1900-02-01
6614-FHDBO,control,1900-09-01
7576-ASEJU,control,1900-10-01
9058-HRZSV,control,1900-08-01
4522-AKYLR,control,1900-03-01
0221-WMXNQ,discount,1900-05-01
0303-UNCIP,control,1900-09-01
9947-OTFQU,discount,1900-09-01
0322-YINQP,discount,1900-12-01
0959-WHOKV,discount,1900-04-01
4075-JFPGR,control,1900-01-01
4629-NRXKX,control,1900-01-01
9514-JDSKI,discount,1900-11-01
3282-ZISZV,discount,1900-02-01
3675-YDUPJ,control,1900-09-01
4111-BNXIF,control,1900-07-01
7017-VFHAY,control,1900-04-01
6655-LHBYW,control,1900-11-01
4959-JOSRX,control,1900-05-01
5046-NUHWD,discount,1900-09-01
7273-TEFQD,discount,1900-07-01
3606-TWKGI,control,1900-02-01
7529-ZDFXI,discount,1900-02-01
7605-BDWDC,discount,1900-02-01
1950-KSVVJ,control,1900-02-01
0123-CRBRT,discount,1900-06-01
6292-TOSSS,control,1900-02-01
3197-ARFOY,discount,1900-01-01
6323-AYBRX,control,1900-01-01
7014-ZZXAW,control,1900-08-01
4385-GZQXV,discount,1900-12-01
7633-MVPUY,discount,1900-08-01
6366-ZGQGL,control,1900-01-01
4716-HHKQH,control,1900-07-01
5940-AHUHD,discount,1900-08-01
6432-TWQLB,control,1900-02-01
4484-GLZOU,discount,1900-09-01
3179-GBRWV,control,1900-05-01
8645-KWHJO,discount,1900-12-01
4130-MZLCC,control,1900-11-01
0314-TKOSI,control,1900-12-01
8229-MYEJZ,discount,1900-06-01
2080-SRCDE,discount,1900-10-01
9577-WJVCQ,discount,1900-01-01
9512-UIBFX,control,1900-07-01
6202-DYYFX,control,1900-08-01
3808-HFKDE,discount,1900-05-01
5583-SXDAG,discount,1900-03-01
3488-PGMQJ,discount,1900-10-01
3580-REOAC,control,1900-06-01
7534-BFESC,control,1900-09-01
3727-OWVYD,discount,1900-04-01
2294-SALNE,control,1900-03-01
4847-TAJYI,control,1900-12-01
1563-IWQEX,discount,1900-07-01
8203-XJZRC,control,1900-10-01
6556-DBKZF,discount,1900-09-01
6851-WEFYX,discount,1900-04-01
2985-JUUBZ,control,1900-08-01
6390-DSAZX,discount,1900-07-01
0895-LMRSF,discount,1900-01-01
8098-LLAZX,discount,1900-01-01
8266-VBFQL,control,1900-07-01
8181-YHCMF,control,1900-06-01
2240-HSJQD,control,1900-12-01
1248-DYXUB,discount,1900-04-01
0265-EDXBD,discount,1900-09-01
4115-BNPJY,discount,1900-10-01
3167-SNQPL,control,1900-10-01
4091-TVOCN,control,1900-11-01
1098-TDVUQ,discount,1900-11-01
7277-OZCGZ,control,1900-03-01
1557-EMYVT,control,1900-08-01
2799-ARNLO,control,1900-09-01
7563-BIUPC,discount,1900-05-01
5027-YOCXN,discount,1900-09-01
3973-SKMLN,control,1900-08-01
2321-OMBXY,discount,1900-04-01
2840-XANRC,control,1900-09-01
6745-JEFZB,control,1900-02-01
5020-ZSTTY,control,1900-06-01
9880-TDQAC,control,1900-08-01
8705-WZCYL,control,1900-02-01
7102-JJVTX,control,1900-11-01
8626-PTQGE,control,1900-05-01
4983-CLMLV,control,1900-12-01
5701-YVSVF,control,1900-06-01
5804-LEPIM,discount,1900-05-01
5697-GOMBF,discount,1900-11-01
2739-CACDQ,control,1900-04-01
9385-EHGDO,discount,1900-01-01
9498-FIMXL,discount,1900-06-01
2379-GYFLQ,discount,1900-09-01
0122-OAHPZ,control,1900-05-01
2868-SNELZ,control,1900-02-01
4322-RCYMT,control,1900-08-01
6680-NENYN,discount,1900-07-01
2088-IEBAU,control,1900-01-01
7982-VCELR,discount,1900-02-01
1343-EHPYB,control,1900-11-01
6035-BXTTY,control,1900-08-01
6885-PKOAM,control,1900-04-01
7520-HQWJU,control,1900-12-01
9639-BUJXT,control,1900-03-01
5924-SNGKP,discount,1900-08-01
0021-IKXGC,control,1900-12-01
2034-GDRCN,discount,1900-03-01
8966-SNIZF,discount,1900-02-01
6243-OZGFH,discount,1900-12-01
4654-DLAMQ,discount,1900-11-01
0513-RBGPE,discount,1900-03-01
5160-UXJED,control,1900-06-01
4115-NZRKS,discount,1900-07-01
0219-YTZUE,discount,1900-01-01
0623-IIHUG,discount,1900-07-01
4572-DVCGN,discount,1900-04-01
3351-NGXYI,control,1900-09-01
8984-EYLLL,discount,1900-05-01
9057-MSWCO,control,1900-11-01
9833-TGFHX,control,1900-08-01
9294-TDIPC,control,1900-09-01
5229-DTFYB,control,1900-09-01
0104-PPXDV,discount,1900-07-01
5176-LMJXE,discount,1900-12-01
3583-KRKMD,discount,1900-10-01
1010-DIAUQ,discount,1900-06-01
9069-LGEUL,control,1900-02-01
7302-ZHMHP,control,1900-10-01
9571-EDEBV,discount,1900-06-01
3520-FJGCV,control,1900-03-01
6563-VRERX,discount,1900-01-01
0259-GBZSH,discount,1900-04-01
6122-EFVKN,control,1900-09-01
2805-EDJPQ,discount,1900-05-01
6862-CQUMB,control,1900-09-01
7156-MXBJE,discount,1900-05-01
6158-HDPXZ,discount,1900-03-01
9601-BRXPO,discount,1900-08-01
2863-IMQDR,discount,1900-11-01
5686-CMAWK,control,1900-01-01
5651-CRHKQ,discount,1900-10-01
6905-NIQIN,discount,1900-02-01
8204-YJCLA,control,1900-02-01
5167-ZFFMM,control,1900-05-01
6583-SZVGP,discount,1900-01-01
4895-TMWIR,discount,1900-04-01
0533-BNWKF,control,1900-10-01
1708-PBBOA,control,1900-01-01
8782-LKFPK,control,1900-09-01
5522-JBWMO,discount,1900-07-01
3597-MVHJT,discount,1900-08-01
9774-NRNAU,control,1900-04-01
0224-RLWWD,control,1900-07-01
9967-ATRFS,control,1900-04-01
3951-NJCVI,discount,1900-08-01
2977-CEBSX,control,1900-01-01
0177-PXBAT,control,1900-11-01
6599-CEBNN,control,1900-10-01
2519-ERQOJ,discount,1900-07-01
5876-QMYLD,control,1900-07-01
2277-AXSDC,discount,1900-09-01
9442-JTWDL,control,1900-12-01
0979-PHULV,discount,1900-09-01
3067-SVMTC,control,1900-03-01
5495-GPSRW,control,1900-09-01
7606-BPHHN,control,1900-10-01
4742-DRORA,control,1900-12-01
0111-KLBQG,control,1900-09-01
4800-VHZKI,control,1900-04-01
7989-CHGTL,control,1900-09-01
0334-GDDSO,discount,1900-08-01
4163-NCJAK,control,1900-03-01
5233-AOZUF,control,1900-08-01
5973-EJGDP,control,1900-06-01
1996-DBMUS,control,1900-10-01
7916-VCCPB,control,1900-11-01
4686-GEFRM,control,1900-08-01
5249-QYHEX,discount,1900-03-01
0578-SKVMF,control,1900-11-01
5564-NEMQO,discount,1900-09-01
2233-FAGXV,control,1900-05-01
5605-IYGFG,discount,1900-10-01
7663-ZTEGJ,control,1900-04-01
3935-TBRZZ,discount,1900-10-01
8111-BKVDS,discount,1900-02-01
2055-SIFSS,discount,1900-03-01
2806-MLNTI,discount,1900-08-01
8734-DKSTZ,discount,1900-05-01
4360-PNRQB,control,1900-12-01
6152-ONASV,control,1900-03-01
9063-ZGTUY,discount,1900-01-01
7781-HVGMK,discount,1900-12-01
2181-UAESM,discount,1900-03-01
2957-LOLHO,control,1900-02-01
6048-NJXHX,discount,1900-02-01
2320-SLKMB,control,1900-06-01
4980-URKXC,control,1900-07-01
4376-KFVRS,discount,1900-06-01
5886-VLQVU,control,1900-10-01
3577-AMVUX,control,1900-06-01
0771-WLCLA,discount,1900-08-01
5628-RKIFK,control,1900-06-01
0206-TBWLC,discount,1900-12-01
2937-FTHUR,discount,1900-11-01
1910-FMXJM,control,1900-12-01
7752-XUSCI,discount,1900-02-01
4110-PFEUZ,discount,1900-04-01
0732-OCQOC,control,1900-04-01
5168-MSWXT,control,1900-06-01
1090-ESELR,control,1900-03-01
8592-PLTMQ,control,1900-03-01
5760-WRAHC,discount,1900-05-01
8847-GEOOQ,control,1900-08-01
0256-LTHVJ,discount,1900-07-01
4785-FCIFB,discount,1900-05-01
8313-NDOIA,discount,1900-04-01
5149-CUZUJ,discount,1900-08-01
0942-KOWSM,discount,1900-02-01
4237-CLSMM,discount,1900-12-01
1452-VOQCH,control,1900-08-01
4719-UMSIY,control,1900-02-01
6614-VBEGU,control,1900-04-01
0880-TKATG,discount,1900-04-01
3811-VBYBZ,discount,1900-05-01
1480-BKXGA,discount,1900-07-01
2996-XAUVF,control,1900-03-01
9076-AXYIK,discount,1900-05-01
5968-XQIVE,control,1900-05-01
8896-RAZCR,discount,1900-12-01
4640-UHDOS,control,1900-03-01
4933-IKULF,discount,1900-06-01
3583-EKAPL,control,1900-07-01
1304-BCCFO,control,1900-12-01
4104-PVRPS,discount,1900-07-01
9399-APLBT,control,1900-05-01
2359-KMGLI,discount,1900-02-01
3780-DDGSE,discount,1900-11-01
4431-EDMIQ,discount,1900-08-01
0306-JAELE,discount,1900-03-01
6227-HWPWX,discount,1900-02-01
0486-LGCCH,control,1900-04-01
0447-BEMNG,control,1900-09-01
4612-SSVHJ,discount,1900-10-01
5168-MQQCA,discount,1900-10-01
5949-XIKAE,control,1900-07-01
7971-HLVXI,control,1900-04-01
9094-AZPHK,discount,1900-06-01
3649-JPUGY,discount,1900-10-01
4472-LVYGI,discount,1900-05-01
8372-JUXUI,discount,1900-02-01
3552-CTCYF,control,1900-08-01
6778-YSNIH,discount,1900-05-01
0388-EOPEX,discount,1900-12-01
5756-OZRIO,control,1900-08-01
6579-JPICP,discount,1900-11-01
8205-OTCHB,control,1900-07-01
4134-BSXLX,discount,1900-09-01
0505-SPOOW,control,1900-12-01
6235-VDHOM,discount,1900-12-01
7783-YKGDV,control,1900-02-01
4374-YMUSQ,discount,1900-10-01
4513-CXYIX,discount,1900-02-01
3957-HHLMR,control,1900-07-01
7803-XOCCZ,discount,1900-06-01
5736-YEJAX,discount,1900-01-01
5609-CEBID,discount,1900-01-01
8981-FJGLA,control,1900-09-01
7218-HKQFK,discount,1900-07-01
4636-QRJKY,control,1900-11-01
1135-LMECX,discount,1900-02-01
4332-MUOEZ,discount,1900-04-01
8535-SFUTN,discount,1900-10-01
5956-VKDTT,discount,1900-10-01
8677-HDZEE,control,1900-01-01
2475-MROZF,discount,1900-08-01
9412-GHEEC,control,1900-01-01
3482-ABPKK,control,1900-10-01
6705-LXORM,control,1900-02-01
0257-ZESQC,discount,1900-08-01
7531-GQHME,control,1900-07-01
5174-ITUMV,discount,1900-11-01
4109-CYRBD,discount,1900-12-01
0913-XWSCN,discount,1900-09-01
6825-UYPFK,control,1900-10-01
8397-MVTAZ,discount,1900-08-01
0750-EBAIU,discount,1900-02-01
8606-CIQUL,discount,1900-01-01
3571-DPYUH,control,1900-06-01
7601-GNDYK,discount,1900-10-01
0356-OBMAC,discount,1900-07-01
8067-NIOYM,discount,1900-01-01
1403-GYAFU,control,1900-09-01
4234-XTNEA,control,1900-08-01
1297-VQDRP,control,1900-12-01
9282-IZGQK,discount,1900-06-01
5348-CAGXB,discount,1900-03-01
0621-HJWXJ,discount,1900-10-01
5844-QVTAT,discount,1900-01-01
8905-IAZPF,control,1900-06-01
5394-MEITZ,discount,1900-04-01
6859-QNXIQ,control,1900-04-01
2782-LFZVW,control,1900-09-01
2866-IKBTM,discount,1900-07-01
1342-JPNKI,discount,1900-11-01
2817-NTQDO,discount,1900-09-01
7129-AZJDE,discount,1900-12-01
6986-IJDHX,discount,1900-01-01
2560-PPCHE,control,1900-04-01
4676-MQUEA,control,1900-06-01
8138-EALND,discount,1900-04-01
3580-HYCSP,discount,1900-10-01
1352-HNSAW,discount,1900-03-01
2075-PUEPR,control,1900-04-01
1982-FEBTD,discount,1900-06-01
5301-GAUUY,discount,1900-03-01
5791-KAJFD,discount,1900-09-01
2654-VBVPB,control,1900-01-01
1154-HYWWO,discount,1900-07-01
2501-XWWTZ,control,1900-02-01
3716-UVSPD,discount,1900-04-01
6815-ABQFQ,control,1900-02-01
7343-EOBEU,discount,1900-06-01
3701-SFMUH,discount,1900-01-01
6103-LIANB,discount,1900-10-01
7319-VENRZ,control,1900-08-01
5846-NEQVZ,discount,1900-07-01
6967-QIQRV,control,1900-03-01
5781-RFZRP,control,1900-12-01
0939-YAPAF,discount,1900-02-01
0308-IVGOK,discount,1900-04-01
7293-LSCDV,control,1900-09-01
7025-WCBNE,discount,1900-04-01
5756-JYOJT,discount,1900-01-01
4710-FDUIZ,control,1900-07-01
6030-REHUX,control,1900-08-01
9548-LIGTA,discount,1900-09-01
5150-LJNSR,discount,1900-02-01
8270-RKSAP,control,1900-12-01
6522-YRBXD,discount,1900-07-01
2640-LYMOV,discount,1900-11-01
1218-VKFPE,discount,1900-12-01
3627-FHKBK,control,1900-08-01
2865-TCHJW,discount,1900-04-01
1423-BMPBQ,discount,1900-11-01
2393-DIVAI,control,1900-01-01
5192-EBGOV,control,1900-04-01
4568-KNYWR,control,1900-06-01
8752-IMQOS,control,1900-09-01
0742-LAFQK,control,1900-09-01
0795-LAFGP,discount,1900-09-01
0619-OLYUR,control,1900-09-01
5512-IDZEI,discount,1900-08-01
0459-SPZHJ,control,1900-03-01
0215-BQKGS,discount,1900-10-01
9244-ZVAPM,discount,1900-11-01
0719-SYFRB,control,1900-09-01
8208-EUMTE,discount,1900-03-01
5172-MIGPM,discount,1900-04-01
1710-RCXUS,control,1900-11-01
0374-FIUCA,discount,1900-07-01
5839-SUYVZ,control,1900-12-01
5173-ZXXXL,control,1900-04-01
1096-ADRUX,discount,1900-03-01
2001-MCUUW,control,1900-01-01
2731-GJRDG,control,1900-02-01
4723-BEGSG,control,1900-04-01
6516-NKQBO,discount,1900-10-01
8672-OAUPW,discount,1900-05-01
8207-DMRVL,control,1900-09-01
3419-SNJJD,control,1900-04-01
6543-CPZMK,control,1900-03-01
4765-OXPPD,discount,1900-02-01
2804-ETQDK,control,1900-04-01
6689-VRRTK,control,1900-03-01
7138-GIRSH,control,1900-04-01
9396-ZSFLL,discount,1900-02-01
6464-KEXXH,discount,1900-06-01
7134-MJPDY,discount,1900-10-01
5240-CAOYT,control,1900-12-01
4059-IIEBK,control,1900-04-01
4881-JVQOD,discount,1900-07-01
0516-UXRMT,control,1900-04-01
4851-BQDNX,control,1900-09-01
5148-HKFIR,control,1900-11-01
1009-IRMNA,control,1900-06-01
3003-CMDUU,discount,1900-01-01
5016-IBERQ,control,1900-03-01
6797-UCJHZ,control,1900-01-01
2469-DTSGX,control,1900-07-01
4554-YGZIH,discount,1900-07-01
5099-BAILX,discount,1900-08-01
9931-KGHOA,discount,1900-04-01
1775-KWJKQ,discount,1900-01-01
7665-VIGUD,control,1900-06-01
9411-TPQQV,control,1900-06-01
7207-RMRDB,discount,1900-04-01
7954-MLBUN,control,1900-08-01
2077-DDHJK,discount,1900-03-01
4913-EHYUI,control,1900-08-01
0195-IESCP,discount,1900-01-01
9574-BOSMD,discount,1900-09-01
4580-TMHJU,discount,1900-04-01
0970-ETWGE,discount,1900-07-01
4908-XAXAY,control,1900-02-01
8404-VLQFB,discount,1900-01-01
1626-ERCMM,control,1900-07-01
0887-HJGAR,control,1900-10-01
2391-IPLOP,discount,1900-04-01
5644-PDMZC,discount,1900-03-01
3509-GWQGF,discount,1900-11-01
9576-ANLXO,control,1900-08-01
2024-BASKD,control,1900-10-01
5845-BZZIB,discount,1900-02-01
1140-UKVZG,discount,1900-09-01
4160-AMJTL,control,1900-11-01
5183-SNMJQ,control,1900-11-01
8100-PNJMH,discount,1900-06-01
7838-LAZFO,control,1900-10-01
4464-JCOLN,discount,1900-10-01
2085-JVGAD,control,1900-08-01
5650-VDUDS,control,1900-07-01
8095-WANWK,discount,1900-03-01
3030-ZKIWL,control,1900-03-01
9565-FLVCG,control,1900-02-01
8755-OGKNA,discount,1900-02-01
2800-VEQXM,discount,1900-07-01
7538-GWHML,control,1900-12-01
5533-RJFTJ,discount,1900-02-01
3859-CVCET,control,1900-12-01
0214-JHPFW,control,1900-06-01
5642-MHDQT,control,1900-02-01
3088-FVYWK,control,1900-01-01
3276-HDUEG,control,1900-09-01
9092-GDZKO,control,1900-04-01
0823-HSCDJ,discount,1900-01-01
3729-OWRVL,discount,1900-05-01
2324-AALNO,control,1900-03-01
0822-GAVAP,control,1900-09-01
5760-IFJOZ,discount,1900-01-01
2826-UWHIS,discount,1900-08-01
1448-PWKYE,discount,1900-02-01
7501-IWUNG,discount,1900-04-01
4957-TREIR,control,1900-01-01
7251-LJBQN,control,1900-12-01
8040-MNRTF,discount,1900-02-01
1536-HBSWP,discount,1900-02-01
5313-FPXWG,control,1900-05-01
0067-DKWBL,control,1900-03-01
0946-FKYTX,control,1900-04-01
5076-YVXCM,discount,1900-08-01
8262-COGGB,control,1900-09-01
6663-JOCQO,control,1900-11-01
9620-QJREV,control,1900-10-01
2276-YDAVZ,control,1900-03-01
2682-KEVRP,control,1900-12-01
2480-JZOSN,control,1900-06-01
0078-XZMHT,control,1900-07-01
5896-NPFWW,control,1900-03-01
9978-HYCIN,discount,1900-01-01
8338-QIUNR,discount,1900-10-01
1525-LNLOJ,control,1900-05-01
9450-TRJUU,control,1900-06-01
1766-GKNMI,control,1900-08-01
6942-LBFDP,control,1900-06-01
1456-TWCGB,discount,1900-02-01
7133-VBDCG,control,1900-02-01
7596-ZYWBB,control,1900-04-01
8329-UTMVM,discount,1900-01-01
3014-WJKSM,control,1900-04-01
3347-YJZZE,control,1900-04-01
1029-QFBEN,control,1900-06-01
7929-DMBCV,discount,1900-09-01
9661-JALZV,discount,1900-03-01
5433-KYGHE,control,1900-05-01
4312-KFRXN,discount,1900-04-01
5575-TPIZQ,control,1900-10-01
0114-IGABW,control,1900-10-01
9944-AEXBM,control,1900-03-01
1853-ARAAQ,control,1900-10-01
6952-OMNWB,discount,1900-10-01
4697-LUPSU,discount,1900-09-01
8434-VGEQQ,discount,1900-09-01
4952-YSOGZ,discount,1900-05-01
1589-AGTLK,discount,1900-09-01
5244-IRFIH,control,1900-12-01
6549-YMFAW,control,1900-05-01
4950-HKQTE,control,1900-07-01
6786-OBWQR,discount,1900-12-01
2684-EIWEO,control,1900-12-01
2753-JMMCV,discount,1900-09-01
6439-GTPCA,discount,1900-01-01
6621-YOBKI,control,1900-01-01
1216-JWVUX,control,1900-02-01
7564-GHCVB,control,1900-06-01
1173-NOEYG,control,1900-12-01
7595-EHCDL,control,1900-02-01
6647-ZEDXT,discount,1900-02-01
2521-NPUZR,discount,1900-03-01
1307-TVUFB,discount,1900-09-01
7503-MIOGA,control,1900-07-01
4381-MHQDC,discount,1900-04-01
6923-JHPMP,discount,1900-09-01
5138-WVKYJ,discount,1900-04-01
4018-PPNDW,discount,1900-04-01
1635-FJFCC,discount,1900-10-01
2499-AJYUA,control,1900-02-01
6919-ELBGL,discount,1900-01-01
3966-HRMZA,discount,1900-04-01
6425-JWTDV,control,1900-07-01
8405-IGQFX,control,1900-06-01
8224-IVVPA,discount,1900-01-01
9477-LGWQI,control,1900-02-01
