user_id,gender,SeniorCitizen,Partner,Dependents,months_active,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,subscription_type,PaperlessBilling,PaymentMethod,monthly_price,total_revenue,churn_label,sessions_per_week,avg_watch_minutes,days_since_last_login,preferred_genre,device_type,number_of_profiles,billing_cycle,payment_success,failed_payment_count,chargeback_flag,monthly_revenue,ticket_count,avg_response_time,resolved_flag,experiment_group,experiment_start_month,stage_signup,stage_active,stage_engaged,stage_retained,tenure_bucket
7469-LKBCI,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.95,326.8,0,3,55.48615381022302,5,Action,SmartTV,1,8,1,1,0,18.95,1,36.566444591420385,1,discount,1900-12-01,1,1,1,1,12-24
8091-TTVAX,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,5681.1,0,10,52.13551312813555,21,Comedy,Desktop,3,9,1,0,0,100.35,1,19.79604573782451,1,discount,1900-04-01,1,1,1,1,36+
0280-XJGEX,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,1,5,31.572139836408684,16,Horror,SmartTV,1,18,1,0,0,103.7,0,25.810258513486993,1,control,1900-03-01,1,1,1,0,36+
5129-JLPIS,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,0,8,51.80586238186542,4,Horror,Mobile,3,11,1,1,0,105.5,0,25.36421896986447,1,discount,1900-02-01,1,1,1,1,24-36
3655-SNQYZ,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7895.15,0,6,34.483766631803476,14,Horror,Desktop,4,21,1,0,0,113.25,0,20.440957820828903,1,discount,1900-03-01,1,1,1,1,36+
8191-XWSZG,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,1022.95,0,3,55.42809658674832,10,Comedy,Mobile,3,23,1,0,0,20.65,0,28.95902502741383,0,control,1900-06-01,1,1,1,1,36+
9959-WOFKT,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,7382.25,0,4,31.57941586862152,21,Action,Desktop,2,24,1,0,0,106.7,0,15.841252243683453,1,control,1900-05-01,1,1,1,1,36+
4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,1,1,35.93846705845003,14,Horror,Desktop,3,1,1,0,0,55.2,0,23.572570766760464,1,discount,1900-02-01,1,1,1,0,6-12
4183-MYFRB,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,0,7,47.693703844203064,13,Action,SmartTV,2,11,1,0,0,90.05,0,17.29709479700045,1,control,1900-06-01,1,1,1,1,12-24
8779-QRDMV,Male,1,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.65,39.65,1,4,39.33999019610197,11,Drama,Mobile,1,6,1,0,0,39.65,0,36.92106519050616,0,discount,1900-06-01,1,1,1,0,0-6
1680-VDCWW,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,202.25,0,11,16.648574890766806,3,Romance,Desktop,2,16,1,0,0,19.8,0,24.870121749051524,1,discount,1900-08-01,1,1,0,1,6-12
1066-JKSGK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,1,6,43.98351303278526,14,Horror,Desktop,3,17,1,0,0,20.15,0,20.72048208501312,1,control,1900-02-01,1,1,1,0,0-6
3638-WEABW,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,0,3,18.28404988140229,2,Romance,Desktop,4,13,1,0,0,59.9,0,17.04684204160904,1,control,1900-07-01,1,1,0,1,36+
6322-HRPFA,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,0,9,66.3597692327246,11,Horror,Desktop,3,5,1,0,0,59.6,0,21.57424255162877,1,control,1900-05-01,1,1,1,1,36+
6865-JZNKO,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,0,3,41.38579963493906,25,Drama,Desktop,1,23,1,0,0,55.3,0,19.405437014111293,1,control,1900-01-01,1,1,1,1,24-36
6467-CHFZW,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,1,7,29.73506574844392,1,Action,Desktop,2,8,1,0,0,99.35,0,26.21884335906045,1,discount,1900-10-01,1,1,0,0,36+
8665-UTDHZ,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,1,3,74.77171205459683,18,Comedy,Mobile,2,4,1,0,0,30.2,0,45.37778817766111,1,discount,1900-12-01,1,1,1,0,0-6
5248-YGIJN,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,0,7,5.0,14,Comedy,Desktop,2,12,1,0,0,90.25,2,29.537767227634657,1,control,1900-04-01,1,1,0,1,36+
8773-HHUOZ,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,1,4,41.85763220002096,23,Drama,SmartTV,2,2,0,0,0,0.0,0,15.1111610020784,1,control,1900-05-01,1,1,1,0,12-24
3841-NFECX,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,0,5,40.50029879906128,17,Action,SmartTV,3,4,1,0,0,96.35,1,27.57741110494984,1,discount,1900-12-01,1,1,1,1,36+
4929-XIHVW,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,0,7,47.0785585211343,1,Horror,SmartTV,1,20,1,0,0,95.5,0,12.668036631683536,1,discount,1900-11-01,1,1,1,1,0-6
6827-IEAUQ,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,0,5,20.024520532267967,8,Drama,Mobile,3,20,1,0,0,66.15,0,48.10753430075709,1,control,1900-12-01,1,1,0,1,24-36
7310-EGVHZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,0,7,51.886920298383615,7,Comedy,Mobile,1,12,0,0,0,0.0,0,43.764687109405074,1,control,1900-11-01,1,1,1,1,0-6
3413-BMNZE,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,0,8,50.55007988858454,21,Drama,Desktop,3,24,1,0,0,45.25,0,23.221286029363757,1,control,1900-12-01,1,1,1,1,0-6
6234-RAAPL,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,0,3,39.49845718282282,9,Comedy,Mobile,3,14,1,0,0,99.9,0,20.305637521142696,1,discount,1900-03-01,1,1,1,1,36+
6047-YHPVI,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,1,3,49.29865152978539,7,Action,Desktop,3,13,1,0,0,69.7,0,17.759500889662526,1,control,1900-04-01,1,1,1,0,0-6
6572-ADKRS,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,0,4,56.93805740037478,29,Romance,Mobile,2,12,1,0,0,74.8,1,36.26466480342337,1,discount,1900-11-01,1,1,1,1,36+
5380-WJKOV,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,1,3,54.88744788959353,28,Action,Desktop,3,1,1,1,0,106.35,0,38.09071471293391,1,discount,1900-06-01,1,1,1,0,24-36
8168-UQWWF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,1,8,54.493228079937275,15,Romance,Desktop,1,24,1,0,0,97.85,1,40.00929290420761,1,discount,1900-02-01,1,1,1,0,6-12
8865-TNMNX,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,0,7,33.418143318840215,11,Horror,SmartTV,2,15,1,1,0,49.55,0,32.85499644941737,1,control,1900-04-01,1,1,1,1,6-12
9489-DEDVP,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,0,5,40.05295379977056,27,Drama,Mobile,1,1,1,0,0,69.2,0,6.6107918542486,1,control,1900-12-01,1,1,1,1,36+
9867-JCZSP,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,0,4,17.745054011071787,20,Horror,Mobile,2,24,1,0,0,20.75,0,35.97930884518465,1,control,1900-08-01,1,1,0,1,12-24
4671-VJLCL,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,0,2,23.05267767617119,12,Horror,Desktop,1,10,1,0,0,79.85,0,6.80717567929242,1,discount,1900-07-01,1,1,0,1,36+
4080-IIARD,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,0,5,33.40386277618464,7,Comedy,Desktop,4,3,1,0,0,76.2,0,14.091115369792837,1,control,1900-08-01,1,1,1,1,12-24
3714-NTNFO,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,0,5,30.73995241625727,8,Comedy,Desktop,3,5,1,0,0,84.5,0,15.728227478504088,1,control,1900-10-01,1,1,1,1,36+
5948-UJZLF,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,0,5,31.38175024924879,14,Comedy,Mobile,4,21,1,0,0,49.25,0,22.320650352446187,1,control,1900-10-01,1,1,1,1,0-6
7760-OYPDY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,1,9,20.19371787695486,8,Drama,SmartTV,1,7,1,0,0,80.65,1,24.896618935181987,1,discount,1900-06-01,1,1,0,0,0-6
7639-LIAYI,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,0,2,32.68331641726567,8,Action,Mobile,1,19,1,0,0,79.75,1,38.53750172770394,1,discount,1900-10-01,1,1,1,1,36+
2954-PIBKO,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,0,5,37.80207523713722,0,Comedy,Mobile,2,6,1,0,0,64.15,0,15.874439042656808,1,control,1900-09-01,1,1,1,1,36+
8012-SOUDQ,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,0,6,46.441666332107424,10,Drama,Desktop,2,6,1,0,0,90.25,0,2.56857258568652,1,discount,1900-10-01,1,1,1,1,36+
9420-LOJKX,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,1,4,56.39155500959367,19,Horror,Desktop,1,5,1,0,0,99.1,0,28.13641191800937,1,control,1900-07-01,1,1,1,0,12-24
6575-SUVOI,Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,0,8,35.05464199400096,22,Romance,Desktop,4,8,1,0,0,69.5,0,26.828979932133656,1,discount,1900-12-01,1,1,1,1,24-36
7495-OOKFY,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,1,6,18.073079826702475,27,Horror,SmartTV,4,11,1,0,0,80.65,1,15.636605306006835,1,control,1900-11-01,1,1,0,0,6-12
4667-QONEA,Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,0,7,20.63949299878351,21,Romance,Mobile,4,19,1,0,0,74.85,1,25.57449573724687,1,discount,1900-11-01,1,1,0,1,36+
1658-BYGOY,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,1,6,25.951096916600857,5,Drama,Desktop,1,15,1,0,0,95.45,0,36.690347942646824,1,control,1900-10-01,1,1,0,0,12-24
8769-KKTPH,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,0,6,56.85238441054441,9,Action,Desktop,2,7,1,0,0,99.65,0,20.09123757356249,0,discount,1900-11-01,1,1,1,1,36+
5067-XJQFU,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,0,7,46.25102685217401,18,Horror,SmartTV,4,23,1,0,0,108.45,0,7.703069704777873,1,control,1900-05-01,1,1,1,1,36+
3957-SQXML,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,0,3,51.08913252319729,24,Drama,SmartTV,3,6,1,0,0,24.95,0,11.75200093055788,1,discount,1900-12-01,1,1,1,1,24-36
5954-BDFSG,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,0,1,57.39145082885147,19,Comedy,SmartTV,3,13,1,0,0,107.5,1,33.31503024414584,1,control,1900-11-01,1,1,1,1,36+
0434-CSFON,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,0,6,69.55197030092548,4,Drama,Mobile,2,19,1,0,0,100.5,0,25.595452035887828,1,control,1900-12-01,1,1,1,1,36+
1215-FIGMP,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,0,3,57.51243603312936,3,Comedy,SmartTV,2,24,1,1,0,89.9,0,9.582582113598512,1,discount,1900-10-01,1,1,1,1,36+
0526-SXDJP,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,0,1,32.20327318605551,23,Drama,Desktop,1,7,1,0,1,42.1,0,34.65373814999343,1,discount,1900-06-01,1,1,1,1,36+
0557-ASKVU,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,0,4,42.733415030810264,16,Action,Mobile,1,21,1,0,0,54.4,1,11.684612343955036,1,control,1900-05-01,1,1,1,1,12-24
5698-BQJOH,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,1,3,47.23261165850948,15,Action,Mobile,4,23,1,0,0,94.4,0,19.47526471779164,1,discount,1900-05-01,1,1,1,0,6-12
5122-CYFXA,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,0,7,41.2791289039564,25,Drama,Desktop,1,1,1,1,0,75.3,0,30.150123638773557,1,discount,1900-04-01,1,1,1,1,0-6
8627-ZYGSZ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,0,2,29.79656486223607,25,Drama,SmartTV,1,17,1,0,0,78.9,2,8.331091062396599,1,control,1900-01-01,1,1,0,1,36+
3410-YOQBQ,Female,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,0,5,62.94845572106776,5,Action,Mobile,4,6,1,0,0,79.2,1,26.759829353164204,0,control,1900-02-01,1,1,1,1,24-36
3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,0,5,27.87098689032591,23,Drama,Desktop,1,17,1,0,0,20.15,0,4.280184403043069,1,discount,1900-09-01,1,1,0,1,36+
7410-OIEDU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,0,6,33.97668739393341,16,Drama,Desktop,2,18,1,0,0,79.85,1,25.229518481795335,1,discount,1900-02-01,1,1,1,1,6-12
2273-QCKXA,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,0,5,36.43558604630532,27,Action,Desktop,4,1,1,0,0,49.05,0,21.259684274105247,1,discount,1900-04-01,1,1,1,1,0-6
0731-EBJQB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,0,4,62.403340319094845,27,Action,SmartTV,3,17,0,0,0,0.0,0,22.876184613216974,1,control,1900-01-01,1,1,1,1,36+
1891-QRQSA,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,0,4,42.45369752711821,24,Horror,Mobile,2,11,1,0,0,111.6,0,15.298396212951808,1,discount,1900-07-01,1,1,1,1,36+
8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,0,7,24.019991246848544,25,Comedy,Mobile,1,12,1,0,0,24.25,0,19.15211874208589,1,discount,1900-06-01,1,1,0,1,36+
5630-AHZIL,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,0,5,23.2502386462105,24,Comedy,Mobile,1,13,1,0,0,64.5,1,46.18229643067788,1,control,1900-01-01,1,1,0,1,0-6
2673-CXQEU,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,0,8,54.30006612054109,3,Horror,Mobile,4,8,1,0,0,110.5,0,41.592220017221464,1,control,1900-04-01,1,1,1,1,36+
6416-JNVRK,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,0,5,39.95471363598789,4,Action,SmartTV,4,13,1,0,0,55.65,0,33.19599696267207,1,control,1900-11-01,1,1,1,1,36+
5590-ZSKRV,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,0,6,43.4648390928896,17,Comedy,SmartTV,4,19,1,1,0,54.65,0,12.645619609491517,1,control,1900-10-01,1,1,1,1,6-12
0191-ZHSKZ,Male,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,0,4,63.43387369802933,24,Horror,Desktop,4,21,1,0,0,74.75,0,5.175558448639443,1,control,1900-01-01,1,1,1,1,24-36
3887-PBQAO,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,0,4,47.67116329406512,3,Drama,Mobile,1,12,1,0,0,25.9,0,27.816820850607805,1,control,1900-08-01,1,1,1,1,36+
5919-TMRGD,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,1,7,42.17111866175145,27,Comedy,Desktop,1,5,1,0,0,79.35,0,25.744576603623905,1,discount,1900-06-01,1,1,1,0,0-6
8108-UXRQN,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,0,3,53.10662193799389,29,Action,Desktop,2,19,1,0,0,50.55,0,12.295900650860204,0,discount,1900-12-01,1,1,1,1,6-12
9191-MYQKX,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,1,7,74.91871630468137,29,Action,Mobile,3,12,1,0,0,75.15,1,36.95983481969289,1,discount,1900-09-01,1,1,1,0,6-12
9919-YLNNG,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,0,6,58.40666844182762,15,Drama,Desktop,3,15,1,0,1,103.8,0,28.64105436798845,1,control,1900-12-01,1,1,1,1,36+
0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,0,4,50.137121344336045,20,Romance,SmartTV,2,3,0,0,0,0.0,0,11.20666798370648,1,discount,1900-06-01,1,1,1,1,36+
4445-ZJNMU,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,0,6,65.39870913613602,17,Horror,Mobile,1,17,1,0,0,99.3,0,20.67675715278299,1,control,1900-08-01,1,1,1,1,6-12
4808-YNLEU,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,0,5,56.47445263660465,27,Action,Mobile,1,22,1,0,0,62.15,0,35.29768605439754,1,discount,1900-02-01,1,1,1,1,24-36
1862-QRWPE,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,0,6,40.66182086520552,2,Drama,Mobile,2,18,1,0,0,20.65,0,30.026030895946175,0,control,1900-05-01,1,1,1,1,36+
2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,0,3,54.70869558977938,28,Drama,SmartTV,1,24,1,0,0,19.95,1,35.91503690336511,1,discount,1900-03-01,1,1,1,1,36+
3016-KSVCP,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,0,2,48.23966173730484,0,Horror,Mobile,4,18,1,0,0,33.75,0,24.13211267264605,1,discount,1900-11-01,1,1,1,1,24-36
