user_id,sessions_per_week,avg_watch_minutes,days_since_last_login,preferred_genre,device_type,number_of_profiles
3192-NQECA,7,39.76506570004034,3,Comedy,SmartTV,2
6180-YBIQI,5,29.148586900749255,15,Drama,Desktop,2
6728-DKUCO,3,60.37460339231321,27,Action,Mobile,1
9750-BOOHV,4,45.30986532901195,27,Romance,SmartTV,4
8597-CWYHH,3,55.15997000297379,25,Action,Mobile,4
2848-YXSMW,2,44.32277588573467,15,Action,Mobile,4
0486-HECZI,5,21.675932915875027,25,Romance,SmartTV,4
4549-ZDQYY,8,57.42257677198736,27,Drama,Desktop,4
5712-AHQNN,4,16.81954394469554,15,Horror,Desktop,4
4846-WHAFZ,4,57.072289309657535,5,Comedy,SmartTV,3
5256-SKJGO,2,41.17878613792593,23,Drama,SmartTV,3
3071-VBYPO,4,21.415972750998105,29,Action,Desktop,2
9560-BBZXK,5,54.05685741351897,23,Drama,Desktop,1
5299-RULOA,8,18.728119284783013,2,Horror,SmartTV,4
8402-OOOHJ,8,29.172010497058046,17,Comedy,Mobile,3
9445-ZUEQE,3,62.281542768373654,11,Drama,Mobile,1
1091-SOZGA,6,48.33513530771373,17,Action,SmartTV,4
2928-HLDBA,6,37.46198814513664,18,Romance,Desktop,2
0404-SWRVG,8,39.47023077217926,3,Drama,Desktop,3
6497-TILVL,6,17.19685814056446,22,Horror,SmartTV,4
7219-TLZHO,5,52.660894329770656,15,Action,SmartTV,1
4622-YNKIJ,3,42.818709699049585,24,Drama,Desktop,1
4412-YLTKF,6,25.1096697865535,19,Action,SmartTV,2
6734-PSBAW,6,5.082178912022672,3,Action,Mobile,3
3930-ZGWVE,4,48.858190984210225,20,Comedy,Desktop,2
2639-UGMAZ,6,35.279171025858844,17,Romance,Desktop,1
2876-GZYZC,5,44.35861806975172,25,Comedy,Mobile,3
6207-WIOLX,9,44.07042302697668,9,Romance,SmartTV,1
8587-XYZSF,6,47.12482044243809,14,Romance,Desktop,3
3091-FYHKI,5,30.95971030504074,26,Comedy,SmartTV,3
2372-HWUHI,4,42.331608072264295,12,Romance,Desktop,2
7799-LGRDP,4,69.66716942605073,17,Romance,Mobile,4
7850-VWJUU,6,28.60802390284342,28,Comedy,SmartTV,1
3774-VBNXY,5,18.951828003296118,9,Romance,Mobile,3
6217-KDYWC,9,35.11209336608026,6,Action,SmartTV,4
0390-DCFDQ,3,23.386626787135565,8,Horror,Mobile,1
3146-MSEGF,6,39.094063482850984,18,Romance,Desktop,3
4080-OGPJL,6,42.15904576050059,2,Drama,Mobile,1
1095-WGNGG,6,65.72195377149284,27,Comedy,Desktop,1
2636-SJDOU,4,28.90975441369584,9,Action,SmartTV,1
1131-QQZEB,5,57.82066617537323,6,Horror,SmartTV,1
5716-EZXZN,8,42.80417628993711,13,Drama,Mobile,4
6837-BJYDQ,6,30.664613645772828,1,Comedy,Mobile,4
2135-RXIHG,6,53.826110654670245,10,Comedy,Desktop,3
6440-DKQGE,4,39.524051390409944,13,Romance,SmartTV,1
3466-BYAVD,4,25.765951835978438,27,Drama,Desktop,4
3780-YVMFA,4,64.04661266623694,1,Action,Mobile,2
3874-EQOEP,2,44.886599095815896,1,Drama,SmartTV,1
1679-JRFBR,4,40.044625433922704,8,Comedy,Desktop,3
9073-ZZIAY,8,55.83557837193299,13,Horror,Mobile,2
3077-RSNTJ,5,28.866799811944325,19,Comedy,Desktop,3
6551-GNYDG,8,40.80731221609784,29,Action,Desktop,3
9167-APMXZ,4,12.76606806077267,4,Comedy,Mobile,1
2749-CTKAJ,9,41.399517163076794,28,Action,Mobile,3
6371-NZYEG,3,16.37884968222835,9,Action,Desktop,4
7554-NEWDD,3,5.0,4,Horror,SmartTV,4
8992-VONJD,7,42.40521086040249,3,Drama,Mobile,2
0867-MKZVY,5,51.18998937945211,24,Action,Desktop,1
4482-EWFMI,3,53.114555529868596,20,Drama,Desktop,4
4648-YPBTM,2,67.47285567195235,2,Action,Desktop,2
2907-ILJBN,3,46.5881803690417,13,Horror,Mobile,1
6345-FZOQH,4,52.10044806340082,29,Horror,Desktop,2
3376-BMGFE,1,40.78032778369463,14,Drama,Desktop,4
5997-OPVFA,6,53.53948599188076,6,Horror,SmartTV,1
3445-HXXGF,4,20.343424533199467,18,Romance,SmartTV,3
1159-WFSGR,6,56.59554572885708,19,Romance,Mobile,4
7654-YWJUF,5,31.96314639044008,22,Action,Mobile,3
1875-QIVME,5,49.06371300411395,17,Romance,Desktop,2
6727-IOTLZ,1,46.02141713984814,3,Horror,SmartTV,2
0691-JVSYA,13,66.43582273332484,13,Drama,SmartTV,4
5918-VUKWP,4,45.993046311163646,15,Comedy,SmartTV,2
1744-JHKYS,6,5.0,20,Horror,Desktop,2
2656-FMOKZ,6,40.66289676931809,26,Horror,Mobile,4
2070-FNEXE,6,51.753122539238056,9,Drama,SmartTV,2
5947-SGKCL,5,15.04212617914225,1,Romance,Mobile,2
3712-PKXZA,6,48.23332429426194,13,Action,SmartTV,3
6317-YPKDH,5,31.597132351067284,5,Action,SmartTV,1
6582-OIVSP,5,43.918243501531386,19,Romance,Mobile,1
9367-WXLCH,5,10.051776493566104,24,Comedy,Mobile,3
5524-KHNJP,3,19.50702797304479,23,Romance,Desktop,2
1918-ZBFQJ,6,22.28353318328968,6,Drama,SmartTV,1
1024-GUALD,5,53.72769935899229,7,Comedy,Mobile,3
4827-USJHP,8,39.04127705056565,2,Romance,SmartTV,2
8167-GJLRN,3,46.20331199643827,19,Action,Mobile,4
0956-SYCWG,4,36.38776102386966,27,Drama,Mobile,4
8017-UVSZU,6,23.615094663405053,10,Horror,SmartTV,3
7100-FQPRV,5,54.30852990506236,17,Comedy,Mobile,2
2472-OVKUP,3,33.902829450777695,20,Horror,SmartTV,3
2984-RGEYA,8,24.135018560476762,1,Comedy,Mobile,4
9680-NIAUV,6,52.51569994778311,5,Comedy,Desktop,3
2146-EGVDT,6,26.75822458989017,12,Comedy,SmartTV,1
2604-IJPDU,3,59.75459179036604,4,Horror,Desktop,2
9178-JHUVJ,3,23.425211562510196,8,Drama,Desktop,1
6168-YBYNP,3,35.572830391145615,10,Action,Mobile,2
7255-SSFBC,9,50.445926965744135,29,Romance,SmartTV,3
3645-DEYGF,3,36.14556065541067,28,Action,SmartTV,4
9323-HGFWY,4,47.37769477980945,27,Action,SmartTV,2
8544-GOQSH,6,28.81820708461098,28,Horror,SmartTV,1
3363-DTIVD,6,23.97947273646239,27,Horror,Mobile,4
7018-WBJNK,2,38.15402938842045,16,Drama,Mobile,3
9142-KZXOP,7,35.84173800148346,15,Horror,Mobile,3
7674-YTAFD,4,21.612551181628906,27,Romance,Mobile,1
6348-SNFUS,7,59.546554920545255,0,Action,Mobile,2
1285-OKIPP,4,64.79112809866052,4,Horror,Mobile,2
7825-ECJRF,11,43.28619305797796,8,Comedy,Mobile,2
1347-KTTTA,4,5.0,20,Drama,Desktop,4
7841-TZDMQ,6,42.02065601091048,8,Comedy,SmartTV,4
4195-NZGTA,8,36.246605191376645,17,Action,Mobile,1
7157-SMCFK,6,26.41491326013594,10,Comedy,SmartTV,3
4709-LKHYG,9,72.23140986770866,28,Comedy,Desktop,4
2504-DSHIH,5,45.244356082507416,26,Action,SmartTV,2
0699-NDKJM,8,62.30739706921345,10,Action,Mobile,2
9286-BHDQG,2,46.934641003730505,3,Horror,Mobile,4
0230-WEQUW,8,27.608816392634974,24,Comedy,Desktop,2
2040-LDIWQ,0,41.24675690244662,17,Romance,Mobile,2
6496-JDSSB,2,25.281485724654953,0,Action,Desktop,4
9408-SSNVZ,4,41.55384046740433,14,Drama,Desktop,2
4443-EMBNA,8,41.17816970000614,1,Romance,SmartTV,1
6469-MRVET,0,38.79015605311122,5,Horror,Desktop,2
0742-MOABM,6,50.69727052663785,23,Action,Desktop,3
5961-VUSRV,6,30.088652867106926,3,Horror,SmartTV,3
6778-JFCMK,3,33.50338514651881,4,Horror,Desktop,4
6341-JVQGF,5,44.075541797806956,4,Romance,SmartTV,1
2232-DMLXU,9,47.553914404392316,14,Comedy,Desktop,1
4811-JBUVU,4,25.164977227019808,17,Drama,Mobile,1
0945-TSONX,6,30.747332757067923,20,Comedy,Mobile,4
2651-ZCBXV,6,21.978898948341055,13,Drama,Mobile,1
3316-UWXUY,6,23.837143484122294,7,Drama,Desktop,2
8937-RDTHP,6,37.80994252035135,15,Action,Mobile,3
7083-MIOPC,5,59.82540179475697,5,Comedy,SmartTV,1
1984-GPTEH,6,32.68075249396607,11,Romance,Desktop,3
1251-KRREG,3,36.89209015637064,7,Horror,Desktop,4
0621-JFHOL,4,5.547516383270407,21,Comedy,Mobile,1
9903-LYSAB,8,49.20568798189229,27,Action,SmartTV,1
0094-OIFMO,8,38.805855495725226,27,Drama,Mobile,2
9227-UAQFT,6,13.59154460179997,22,Horror,SmartTV,1
7301-ABVAD,11,32.312006064534266,11,Action,SmartTV,3
6614-FHDBO,5,34.707119951786375,9,Horror,Mobile,3
7576-ASEJU,2,38.229220872100704,11,Drama,Desktop,1
9058-HRZSV,5,63.69805121531817,8,Romance,Mobile,1
4522-AKYLR,7,45.50699218979343,6,Action,Desktop,3
0221-WMXNQ,5,70.47312321458519,27,Drama,Desktop,1
0303-UNCIP,6,40.516685883024586,29,Romance,Desktop,1
9947-OTFQU,6,27.88484666263976,17,Horror,SmartTV,2
0322-YINQP,8,28.503433004248,16,Romance,Desktop,2
0959-WHOKV,6,38.11394261474319,1,Action,SmartTV,1
4075-JFPGR,6,41.54846186894755,4,Comedy,SmartTV,4
4629-NRXKX,5,59.44938194571977,12,Horror,SmartTV,1
9514-JDSKI,3,31.501106817837655,14,Horror,SmartTV,4
3282-ZISZV,4,37.3863823980385,19,Horror,SmartTV,2
3675-YDUPJ,9,49.68563367164289,0,Comedy,Mobile,2
4111-BNXIF,3,40.07761467723201,18,Comedy,SmartTV,3
7017-VFHAY,3,5.0,8,Comedy,Mobile,4
6655-LHBYW,6,45.28805596683697,29,Horror,SmartTV,1
4959-JOSRX,3,39.80106811992285,9,Drama,Desktop,3
5046-NUHWD,7,48.18307627111403,11,Comedy,SmartTV,2
7273-TEFQD,6,61.52497461882971,16,Action,Desktop,1
3606-TWKGI,2,49.66741473518913,22,Action,Mobile,4
7529-ZDFXI,5,38.97889889482284,25,Horror,Mobile,4
7605-BDWDC,8,43.81179240997544,27,Romance,SmartTV,4
1950-KSVVJ,8,62.39906371299797,13,Horror,Mobile,3
0123-CRBRT,7,31.17512016713291,17,Romance,Mobile,3
6292-TOSSS,12,58.01155451050944,11,Horror,Desktop,2
3197-ARFOY,5,27.26333269059266,6,Comedy,Mobile,1
6323-AYBRX,4,58.45915458021374,8,Comedy,Desktop,1
7014-ZZXAW,5,36.416184269717476,29,Romance,Mobile,1
4385-GZQXV,8,44.0932472079206,13,Drama,Desktop,2
7633-MVPUY,5,51.064414638546694,22,Horror,Desktop,3
6366-ZGQGL,7,27.19006018865506,22,Drama,Desktop,4
4716-HHKQH,4,41.69539171580569,12,Action,SmartTV,2
5940-AHUHD,2,27.880843000864264,11,Comedy,Mobile,2
6432-TWQLB,4,32.07544889002367,0,Action,Mobile,3
4484-GLZOU,6,32.84859776501291,20,Romance,Desktop,4
3179-GBRWV,3,32.40099213936413,27,Action,SmartTV,2
8645-KWHJO,8,70.43266332095325,9,Action,Mobile,1
4130-MZLCC,5,38.89360975182279,29,Comedy,SmartTV,2
0314-TKOSI,2,47.242891781218525,13,Romance,Mobile,2
8229-MYEJZ,7,54.509795154649915,8,Horror,Mobile,1
2080-SRCDE,4,50.8402052271652,15,Romance,Desktop,4
9577-WJVCQ,5,57.99181731314104,6,Horror,Mobile,4
9512-UIBFX,8,51.109628158954266,22,Horror,Desktop,1
6202-DYYFX,5,41.423435070812275,7,Romance,Mobile,1
3808-HFKDE,3,68.15962387800221,7,Comedy,Mobile,3
5583-SXDAG,2,60.960774742413506,8,Horror,Desktop,3
3488-PGMQJ,4,70.66422485775631,27,Horror,Mobile,1
3580-REOAC,4,25.676078499565058,25,Horror,Desktop,1
7534-BFESC,4,34.99908800408186,14,Comedy,Mobile,1
3727-OWVYD,2,14.637358519410794,23,Horror,SmartTV,4
2294-SALNE,11,55.70793011213583,26,Horror,Mobile,4
4847-TAJYI,6,65.24537595222402,24,Horror,Desktop,1
1563-IWQEX,6,47.943610942512,19,Romance,Mobile,3
8203-XJZRC,1,35.56247388854777,8,Drama,Mobile,1
6556-DBKZF,3,5.0,26,Drama,SmartTV,1
6851-WEFYX,2,35.73293905727735,24,Drama,Mobile,1
2985-JUUBZ,3,50.75133152051575,28,Drama,Desktop,2
6390-DSAZX,1,42.74796511669136,0,Romance,Mobile,2
0895-LMRSF,2,57.80899398822272,3,Drama,Mobile,3
8098-LLAZX,4,15.954509147470695,14,Comedy,SmartTV,4
8266-VBFQL,5,23.55943393409334,14,Horror,SmartTV,4
8181-YHCMF,7,46.74974273991621,13,Comedy,SmartTV,4
2240-HSJQD,4,44.21995724046464,21,Drama,SmartTV,3
1248-DYXUB,4,51.23571270318088,10,Comedy,SmartTV,1
0265-EDXBD,4,52.78488127875059,15,Romance,Mobile,3
4115-BNPJY,1,33.80933063823284,2,Drama,Mobile,4
3167-SNQPL,8,46.77474282214608,23,Horror,Mobile,4
4091-TVOCN,4,21.521205537463164,15,Horror,Mobile,2
1098-TDVUQ,2,34.791155374437665,5,Drama,Mobile,3
7277-OZCGZ,6,55.15582236483719,18,Romance,SmartTV,3
1557-EMYVT,3,47.347675024472295,28,Horror,Desktop,2
2799-ARNLO,4,29.781543160433856,27,Horror,SmartTV,3
7563-BIUPC,6,48.92342140078557,14,Romance,Desktop,4
5027-YOCXN,5,45.95879103845377,24,Horror,SmartTV,3
3973-SKMLN,4,30.026567693172957,13,Romance,Mobile,2
2321-OMBXY,5,12.00579494050298,10,Drama,Desktop,3
2840-XANRC,6,38.84878394106596,13,Comedy,Mobile,3
6745-JEFZB,5,58.75191183010868,17,Action,SmartTV,1
5020-ZSTTY,3,41.37824017420905,26,Drama,SmartTV,2
9880-TDQAC,7,5.0,10,Comedy,Mobile,4
8705-WZCYL,10,40.33473069766943,16,Drama,SmartTV,4
7102-JJVTX,10,53.12109703953431,19,Action,Mobile,2
8626-PTQGE,5,63.87680342184248,23,Horror,Mobile,3
4983-CLMLV,10,55.21072783512679,29,Romance,Mobile,2
5701-YVSVF,4,27.343109345798506,16,Drama,SmartTV,3
5804-LEPIM,6,28.411693463486664,9,Horror,Mobile,1
5697-GOMBF,2,36.96564581885917,22,Romance,Mobile,4
2739-CACDQ,5,83.94478750138956,27,Action,SmartTV,3
9385-EHGDO,5,47.492828552782996,23,Action,Mobile,4
9498-FIMXL,5,37.74713314958927,25,Action,Desktop,1
2379-GYFLQ,4,48.61672486531392,11,Action,Desktop,1
0122-OAHPZ,7,30.963234808822165,28,Action,SmartTV,4
2868-SNELZ,2,51.02531717751671,8,Action,SmartTV,1
4322-RCYMT,3,32.95433570011933,23,Horror,SmartTV,1
6680-NENYN,4,75.06432891675937,17,Comedy,Desktop,1
2088-IEBAU,4,13.119528454177035,24,Horror,Mobile,1
7982-VCELR,4,44.61511996300145,8,Drama,Mobile,2
1343-EHPYB,2,30.506248955835154,19,Horror,SmartTV,1
6035-BXTTY,4,43.71405025425657,27,Drama,Mobile,3
6885-PKOAM,3,32.80258284257645,29,Comedy,Mobile,1
7520-HQWJU,5,50.664720774613464,5,Horror,Mobile,3
9639-BUJXT,2,63.25510014198025,21,Action,SmartTV,2
5924-SNGKP,2,19.040433401170898,16,Romance,Mobile,2
0021-IKXGC,6,33.89658231620826,25,Romance,Desktop,4
2034-GDRCN,2,44.580862910430724,25,Action,SmartTV,4
8966-SNIZF,7,44.5625226885377,14,Horror,Desktop,3
6243-OZGFH,6,29.471006728546786,10,Action,SmartTV,2
4654-DLAMQ,4,40.74986595018,8,Drama,Mobile,1
0513-RBGPE,5,46.763525192732835,27,Drama,SmartTV,1
5160-UXJED,3,31.66857693159959,12,Horror,Mobile,3
4115-NZRKS,6,59.683049004303875,15,Action,Mobile,2
0219-YTZUE,10,28.83885484600251,27,Horror,SmartTV,3
0623-IIHUG,6,34.22993686660744,21,Romance,Mobile,4
4572-DVCGN,5,54.135149910234176,9,Horror,SmartTV,4
3351-NGXYI,6,39.00649171747044,27,Horror,SmartTV,4
8984-EYLLL,3,42.86613084183845,8,Comedy,Mobile,1
9057-MSWCO,1,58.195366229259115,1,Comedy,SmartTV,2
9833-TGFHX,8,43.56412041294246,1,Comedy,SmartTV,1
9294-TDIPC,9,69.04755492987408,13,Horror,Mobile,4
5229-DTFYB,9,62.640845310439,5,Action,SmartTV,1
0104-PPXDV,2,24.290012150539766,16,Action,Mobile,4
5176-LMJXE,6,36.66248689265631,5,Horror,Desktop,3
3583-KRKMD,3,35.958623099842065,28,Action,SmartTV,1
1010-DIAUQ,7,23.718533571712438,5,Horror,SmartTV,2
9069-LGEUL,6,54.432104589528265,21,Romance,Mobile,4
7302-ZHMHP,2,16.07527323084719,23,Comedy,Mobile,3
9571-EDEBV,5,45.65119234881118,7,Action,SmartTV,3
3520-FJGCV,8,23.485790911804337,18,Drama,SmartTV,1
6563-VRERX,3,64.03830313016753,25,Romance,Mobile,1
0259-GBZSH,14,61.30632716054286,16,Drama,Desktop,3
6122-EFVKN,4,61.84347637730859,20,Comedy,Mobile,2
2805-EDJPQ,0,5.0,15,Comedy,SmartTV,1
6862-CQUMB,1,54.529499639915436,10,Action,SmartTV,4
7156-MXBJE,2,31.452922440894707,18,Romance,Mobile,4
6158-HDPXZ,4,50.649160740943024,18,Horror,Desktop,4
9601-BRXPO,9,52.048051650089235,28,Comedy,SmartTV,2
2863-IMQDR,3,44.25759513748638,3,Romance,SmartTV,1
5686-CMAWK,7,27.235550301258264,20,Horror,Desktop,3
5651-CRHKQ,4,17.65306678025737,21,Drama,SmartTV,3
6905-NIQIN,7,59.930574489710715,14,Action,SmartTV,3
8204-YJCLA,2,53.29091314827132,7,Comedy,Desktop,4
5167-ZFFMM,7,49.651851676742936,28,Comedy,Mobile,4
6583-SZVGP,3,38.132273821904064,24,Horror,Mobile,1
4895-TMWIR,5,49.05761245821523,27,Romance,Desktop,3
0533-BNWKF,4,39.0540098646896,3,Drama,Mobile,3
1708-PBBOA,4,28.226555033281965,26,Drama,Desktop,2
8782-LKFPK,4,50.30910677622475,28,Romance,SmartTV,1
5522-JBWMO,4,84.46521406397697,5,Romance,SmartTV,3
3597-MVHJT,2,43.24097658972322,9,Action,Mobile,4
9774-NRNAU,2,42.32536836962244,2,Drama,SmartTV,3
0224-RLWWD,3,40.52472746259385,4,Comedy,Desktop,1
9967-ATRFS,5,37.290071699558546,2,Action,SmartTV,1
3951-NJCVI,4,33.174909875134915,29,Comedy,Desktop,2
2977-CEBSX,2,45.7439982176532,28,Comedy,Mobile,2
0177-PXBAT,2,43.061575807037435,11,Horror,Mobile,1
6599-CEBNN,4,51.781405897637015,5,Horror,Mobile,1
2519-ERQOJ,8,76.83885233771984,3,Comedy,SmartTV,2
5876-QMYLD,4,48.208324404098406,18,Drama,Desktop,1
2277-AXSDC,3,9.219298048403996,2,Drama,Mobile,2
9442-JTWDL,3,51.67266586268983,17,Romance,Mobile,3
0979-PHULV,6,30.82240820409732,23,Drama,Desktop,4
3067-SVMTC,8,54.578326179315994,23,Comedy,SmartTV,3
5495-GPSRW,6,37.74679183846983,13,Drama,SmartTV,4
7606-BPHHN,5,38.98669055495339,29,Romance,Desktop,1
4742-DRORA,8,23.71258627090696,24,Comedy,Desktop,3
0111-KLBQG,9,33.16781049988041,14,Drama,Desktop,2
4800-VHZKI,5,59.201574306265144,18,Comedy,Desktop,1
7989-CHGTL,2,36.20684973758166,15,Comedy,Desktop,3
0334-GDDSO,5,36.455511792693336,2,Comedy,Mobile,4
4163-NCJAK,9,65.98411766349004,8,Comedy,Desktop,3
5233-AOZUF,4,30.93836410269493,27,Comedy,Desktop,4
5973-EJGDP,4,54.49038219029753,24,Comedy,SmartTV,4
1996-DBMUS,4,5.0,26,Action,Mobile,3
7916-VCCPB,8,55.471328925316776,6,Action,Desktop,3
4686-GEFRM,3,52.35643321442703,13,Drama,Desktop,4
5249-QYHEX,2,43.77748285657352,7,Drama,Mobile,1
0578-SKVMF,4,38.49274122318258,28,Drama,Desktop,1
5564-NEMQO,1,46.89402661561362,9,Drama,Desktop,3
2233-FAGXV,8,52.14443821633509,3,Drama,Desktop,2
5605-IYGFG,2,39.49371883133033,14,Romance,Desktop,1
7663-ZTEGJ,6,46.597227268437166,11,Action,Mobile,2
3935-TBRZZ,6,14.02852881597347,29,Horror,SmartTV,4
8111-BKVDS,3,42.73096313492737,22,Drama,Desktop,3
2055-SIFSS,7,28.5954114644834,21,Drama,Desktop,1
2806-MLNTI,7,48.98535940523081,28,Romance,SmartTV,2
8734-DKSTZ,4,36.012506933168495,28,Romance,Desktop,3
4360-PNRQB,4,66.23564218380616,12,Horror,Mobile,3
6152-ONASV,4,35.42026480990272,1,Drama,SmartTV,1
