user_id,billing_cycle,payment_success,failed_payment_count,chargeback_flag,monthly_revenue
9967-ATRFS,17,1,0,1,19.9
3951-NJCVI,12,1,0,0,95.05
2977-CEBSX,7,1,0,0,90.05
0177-PXBAT,24,1,0,0,109.9
6599-CEBNN,24,0,0,0,0.0
2519-ERQOJ,22,1,0,0,54.6
5876-QMYLD,16,1,0,0,20.05
2277-AXSDC,24,1,0,0,19.75
9442-JTWDL,11,0,0,0,0.0
0979-PHULV,6,1,0,0,99.45
3067-SVMTC,16,0,0,0,0.0
5495-GPSRW,5,1,0,0,19.7
7606-BPHHN,11,1,1,0,19.8
4742-DRORA,22,1,0,0,95.4
0111-KLBQG,2,1,0,0,93.95
4800-VHZKI,6,1,0,0,19.9
7989-CHGTL,10,1,0,0,19.6
0334-GDDSO,11,1,0,0,81.35
4163-NCJAK,6,1,0,0,24.45
5233-AOZUF,22,1,0,0,74.95
5973-EJGDP,18,0,0,0,0.0
1996-DBMUS,24,1,0,0,70.65
7916-VCCPB,22,0,0,0,0.0
4686-GEFRM,15,1,0,0,98.7
5249-QYHEX,11,1,0,0,24.8
0578-SKVMF,12,1,0,0,83.3
5564-NEMQO,24,1,0,0,75.3
2233-FAGXV,24,1,0,0,24.3
5605-IYGFG,11,1,0,0,69.85
7663-ZTEGJ,9,1,0,0,100.55
3935-TBRZZ,22,1,0,0,25.7
8111-BKVDS,23,1,0,0,40.7
2055-SIFSS,6,1,0,0,51.65
2806-MLNTI,6,1,0,0,105.1
8734-DKSTZ,4,1,0,0,85.95
4360-PNRQB,5,1,1,0,75.6
6152-ONASV,15,1,0,0,58.25
9063-ZGTUY,9,1,0,0,19.4
7781-HVGMK,8,1,0,0,65.2
2181-UAESM,20,1,0,0,53.45
2957-LOLHO,20,1,0,0,45.4
6048-NJXHX,4,1,0,0,19.75
2320-SLKMB,7,0,0,0,0.0
4980-URKXC,16,1,0,0,20.85
4376-KFVRS,3,1,0,0,114.05
5886-VLQVU,2,1,0,0,89.85
3577-AMVUX,7,1,0,0,55.05
0771-WLCLA,4,1,0,0,112.95
5628-RKIFK,12,1,0,0,101.55
0206-TBWLC,15,1,0,0,114.65
2937-FTHUR,15,1,0,0,64.8
1910-FMXJM,17,1,0,0,80.4
7752-XUSCI,18,1,0,0,105.9
4110-PFEUZ,7,1,0,0,69.55
0732-OCQOC,24,1,1,0,25.05
5168-MSWXT,5,1,0,0,94.75
1090-ESELR,24,1,0,0,105.5
8592-PLTMQ,7,1,0,0,24.7
5760-WRAHC,22,1,0,0,69.75
8847-GEOOQ,5,1,0,0,60.2
0256-LTHVJ,14,1,0,0,81.05
4785-FCIFB,8,1,0,0,24.4
8313-NDOIA,16,1,0,0,104.15
5149-CUZUJ,6,1,0,0,92.9
0942-KOWSM,17,1,0,0,80.8
4237-CLSMM,11,1,0,0,20.0
1452-VOQCH,24,1,0,0,75.1
4719-UMSIY,7,1,0,0,19.65
6614-VBEGU,6,1,0,0,69.45
0880-TKATG,18,1,0,0,101.15
3811-VBYBZ,11,1,0,0,99.8
1480-BKXGA,6,1,0,0,116.05
2996-XAUVF,11,1,0,0,40.05
9076-AXYIK,22,1,0,0,102.1
5968-XQIVE,17,1,0,0,89.7
8896-RAZCR,1,1,0,0,19.9
4640-UHDOS,10,1,0,0,55.95
4933-IKULF,9,1,0,0,20.65
3583-EKAPL,11,1,0,0,55.0
1304-BCCFO,8,1,0,0,70.05
4104-PVRPS,21,1,0,0,53.6
9399-APLBT,21,1,0,0,74.7
2359-KMGLI,16,1,0,0,80.25
3780-DDGSE,12,1,0,1,76.05
4431-EDMIQ,11,1,0,0,75.7
0306-JAELE,22,1,0,0,96.1
6227-HWPWX,13,1,0,0,69.0
0486-LGCCH,8,0,0,0,0.0
0447-BEMNG,9,1,0,0,45.3
4612-SSVHJ,21,1,0,0,81.45
5168-MQQCA,14,1,0,0,108.5
5949-XIKAE,14,1,0,0,83.55
7971-HLVXI,9,1,0,0,84.5
9094-AZPHK,12,1,0,0,100.15
3649-JPUGY,1,1,0,0,88.6
4472-LVYGI,21,1,0,0,52.55
8372-JUXUI,9,1,0,0,74.35
3552-CTCYF,23,1,0,0,104.8
6778-YSNIH,14,1,0,0,59.0
0388-EOPEX,5,1,0,0,74.4
5756-OZRIO,11,1,0,0,64.05
6579-JPICP,17,1,1,0,20.4
8205-OTCHB,6,1,1,0,43.75
4134-BSXLX,24,1,0,0,60.9
0505-SPOOW,7,1,0,0,19.8
6235-VDHOM,22,1,0,0,28.45
7783-YKGDV,17,1,0,0,99.7
4374-YMUSQ,10,1,0,0,116.25
4513-CXYIX,23,1,0,0,80.7
3957-HHLMR,16,1,0,0,65.2
7803-XOCCZ,2,1,0,0,84.05
5736-YEJAX,3,1,0,0,79.45
5609-CEBID,6,1,2,0,94.1
8981-FJGLA,9,1,0,0,78.0
7218-HKQFK,10,1,0,0,94.2
4636-QRJKY,10,1,0,0,80.5
1135-LMECX,24,1,0,0,19.85
4332-MUOEZ,3,1,0,0,94.3
8535-SFUTN,24,1,0,0,106.45
5956-VKDTT,23,1,0,0,74.35
8677-HDZEE,19,1,0,0,105.45
2475-MROZF,15,1,0,0,95.0
9412-GHEEC,8,1,0,0,104.8
3482-ABPKK,9,1,0,0,54.3
6705-LXORM,1,1,0,0,70.05
0257-ZESQC,11,1,0,0,75.2
7531-GQHME,10,1,0,0,20.05
5174-ITUMV,3,1,0,0,105.4
4109-CYRBD,11,1,0,0,51.6
0913-XWSCN,14,1,0,0,85.5
6825-UYPFK,17,1,0,0,75.6
8397-MVTAZ,5,1,0,0,100.05
0750-EBAIU,11,1,0,0,91.25
8606-CIQUL,19,1,0,0,115.75
3571-DPYUH,14,1,0,0,94.7
7601-GNDYK,10,1,0,0,19.6
0356-OBMAC,21,1,0,0,99.9
8067-NIOYM,2,1,0,0,21.1
1403-GYAFU,5,1,0,0,20.05
4234-XTNEA,13,1,0,0,79.95
1297-VQDRP,2,1,0,0,107.15
9282-IZGQK,7,1,0,0,85.0
5348-CAGXB,4,1,0,0,89.55
0621-HJWXJ,2,1,0,0,81.55
5844-QVTAT,24,1,0,0,58.45
8905-IAZPF,15,1,0,0,95.65
5394-MEITZ,5,1,0,0,80.6
6859-QNXIQ,4,1,0,0,113.1
2782-LFZVW,6,1,0,0,58.95
2866-IKBTM,1,1,1,0,19.55
1342-JPNKI,4,1,0,0,86.05
2817-NTQDO,13,1,0,0,45.55
7129-AZJDE,24,1,0,0,78.95
6986-IJDHX,17,1,0,0,86.3
2560-PPCHE,10,1,0,0,105.05
4676-MQUEA,4,1,0,0,101.9
8138-EALND,22,0,0,0,0.0
3580-HYCSP,4,1,0,0,110.3
1352-HNSAW,24,1,0,0,115.6
2075-PUEPR,6,1,0,0,19.35
1982-FEBTD,8,1,0,0,25.6
5301-GAUUY,15,1,0,0,80.35
5791-KAJFD,9,1,0,0,68.75
2654-VBVPB,17,1,0,0,19.9
1154-HYWWO,13,1,0,1,70.6
2501-XWWTZ,14,1,0,0,70.2
3716-UVSPD,10,1,0,0,49.3
6815-ABQFQ,23,1,0,0,107.25
7343-EOBEU,17,1,0,0,23.6
3701-SFMUH,7,0,1,1,0.0
6103-LIANB,4,1,0,0,99.5
7319-VENRZ,18,1,0,0,64.3
5846-NEQVZ,3,1,0,0,70.85
6967-QIQRV,8,1,0,0,101.9
5781-RFZRP,20,1,1,0,73.5
0939-YAPAF,22,1,0,0,100.25
0308-IVGOK,7,1,0,0,40.4
7293-LSCDV,5,1,0,0,19.25
7025-WCBNE,15,1,1,0,59.6
5756-JYOJT,14,1,0,0,64.9
4710-FDUIZ,9,1,0,0,100.3
6030-REHUX,24,1,1,0,110.85
9548-LIGTA,18,1,0,0,81.05
5150-LJNSR,20,1,0,0,98.05
8270-RKSAP,6,1,0,0,70.5
6522-YRBXD,18,1,0,0,94.55
2640-LYMOV,24,1,1,0,19.65
1218-VKFPE,7,1,0,0,19.0
3627-FHKBK,9,1,0,0,75.3
2865-TCHJW,6,1,0,0,89.2
1423-BMPBQ,21,0,0,0,0.0
2393-DIVAI,9,0,1,0,0.0
5192-EBGOV,11,0,1,0,0.0
4568-KNYWR,13,1,0,0,63.25
8752-IMQOS,19,1,1,1,20.1
0742-LAFQK,1,1,1,0,99.15
0795-LAFGP,19,1,0,0,90.4
0619-OLYUR,3,1,0,0,111.9
5512-IDZEI,1,1,0,0,24.9
0459-SPZHJ,9,1,0,0,83.5
0215-BQKGS,3,1,0,0,84.3
9244-ZVAPM,15,1,0,0,45.6
0719-SYFRB,17,1,0,0,61.65
8208-EUMTE,20,1,0,0,54.85
5172-MIGPM,18,1,0,0,65.55
1710-RCXUS,15,1,0,0,90.35
0374-FIUCA,14,1,0,0,20.4
5839-SUYVZ,22,1,0,0,74.55
5173-ZXXXL,18,1,0,0,19.95
1096-ADRUX,1,1,0,0,74.25
2001-MCUUW,23,1,0,0,108.65
2731-GJRDG,19,1,0,0,109.55
4723-BEGSG,20,1,0,0,86.65
6516-NKQBO,10,1,0,0,81.0
8672-OAUPW,9,1,0,0,47.85
8207-DMRVL,24,1,0,0,114.55
3419-SNJJD,5,1,0,0,105.25
6543-CPZMK,6,1,0,0,29.95
4765-OXPPD,10,1,0,1,65.0
2804-ETQDK,15,1,0,0,20.55
6689-VRRTK,9,1,0,0,109.8
7138-GIRSH,15,1,0,0,69.5
9396-ZSFLL,24,1,0,0,48.85
6464-KEXXH,6,1,0,0,25.25
7134-MJPDY,8,1,0,0,102.85
5240-CAOYT,3,1,0,0,87.55
4059-IIEBK,8,1,0,0,78.55
4881-JVQOD,5,1,0,0,34.55
0516-UXRMT,5,1,0,0,92.05
4851-BQDNX,21,1,0,0,85.05
5148-HKFIR,20,1,0,0,19.7
1009-IRMNA,15,1,0,0,20.0
3003-CMDUU,22,1,0,0,95.15
5016-IBERQ,3,1,0,0,84.25
6797-UCJHZ,11,1,0,0,104.6
2469-DTSGX,8,1,0,0,111.65
4554-YGZIH,13,1,0,0,90.05
5099-BAILX,18,1,0,0,110.75
9931-KGHOA,18,1,0,0,55.0
1775-KWJKQ,9,1,0,0,89.85
7665-VIGUD,23,1,0,0,20.35
9411-TPQQV,15,1,0,1,54.55
7207-RMRDB,9,1,0,0,105.5
7954-MLBUN,17,1,0,0,99.45
2077-DDHJK,12,1,0,0,70.9
4913-EHYUI,18,1,0,0,104.55
0195-IESCP,15,1,0,0,85.25
9574-BOSMD,1,1,0,0,25.4
4580-TMHJU,16,1,0,0,56.15
0970-ETWGE,8,1,0,0,89.55
4908-XAXAY,17,1,0,0,89.85
8404-VLQFB,8,1,0,0,25.25
1626-ERCMM,5,1,0,0,94.55
0887-HJGAR,8,1,0,0,45.7
2391-IPLOP,17,1,0,0,69.65
5644-PDMZC,21,1,0,0,89.5
3509-GWQGF,10,1,0,0,70.0
9576-ANLXO,18,1,0,0,69.55
2024-BASKD,4,1,0,0,74.6
5845-BZZIB,21,1,0,0,20.1
1140-UKVZG,18,1,0,0,24.8
4160-AMJTL,5,1,1,0,19.65
5183-SNMJQ,22,1,0,0,95.1
8100-PNJMH,4,1,1,0,88.85
7838-LAZFO,16,1,0,0,78.8
4464-JCOLN,15,1,0,0,19.85
2085-JVGAD,4,1,1,0,20.35
5650-VDUDS,5,1,0,0,24.25
