user_id,ticket_count,avg_response_time,resolved_flag
0731-EBJQB,0,22.876184613216974,1
1891-QRQSA,0,15.298396212951808,1
8028-PNXHQ,0,19.15211874208589,1
5630-AHZIL,1,46.18229643067788,1
2673-CXQEU,0,41.592220017221464,1
6416-JNVRK,0,33.19599696267207,1
5590-ZSKRV,0,12.645619609491517,1
0191-ZHSKZ,0,5.175558448639443,1
3887-PBQAO,0,27.816820850607805,1
5919-TMRGD,0,25.744576603623905,1
8108-UXRQN,0,12.295900650860204,0
9191-MYQKX,1,36.95983481969289,1
9919-YLNNG,0,28.64105436798845,1
0318-ZOPWS,0,11.206667983706481,1
4445-ZJNMU,0,20.67675715278299,1
4808-YNLEU,0,35.29768605439754,1
1862-QRWPE,0,30.026030895946175,0
2796-NNUFI,1,35.91503690336511,1
3016-KSVCP,0,24.13211267264605,1
4767-HZZHQ,0,10.05875919982676,1
2424-WVHPL,2,20.672880415738152,1
7233-PAHHL,0,19.340495872102668,1
6067-NGCEU,0,23.040544218924992,1
9848-JQJTX,0,24.275156573720214,1
8637-XJIVR,0,17.323436212141917,1
9803-FTJCG,0,24.008396838293013,1
0278-YXOOG,0,35.457489849496596,1
3212-KXOCR,0,34.42566700817273,1
4598-XLKNJ,1,31.32512146351012,1
6380-ARCEH,0,31.198928741916845,1
3679-XASPY,1,29.542688643727093,1
7123-WQUHX,1,20.393884744918225,1
5386-THSLQ,0,39.60973507209765,1
3192-NQECA,1,16.831157232961587,1
6180-YBIQI,0,9.139613596125654,1
6728-DKUCO,1,38.08140024309145,1
9750-BOOHV,0,37.51249485476537,1
8597-CWYHH,0,8.646768063207844,1
2848-YXSMW,0,24.800286913561823,1
0486-HECZI,1,37.14821651212256,1
4549-ZDQYY,1,34.05356947276001,0
5712-AHQNN,0,27.999924748845075,1
4846-WHAFZ,0,21.275112492694852,1
5256-SKJGO,0,11.511531423175029,1
3071-VBYPO,0,29.721022196856648,1
9560-BBZXK,0,22.865644603051056,1
5299-RULOA,0,31.049771189178404,0
8402-OOOHJ,0,36.9288049091056,1
9445-ZUEQE,0,22.466584249915222,1
1091-SOZGA,0,3.58207886689888,1
2928-HLDBA,0,22.648401024351614,1
0404-SWRVG,1,19.00759865410825,1
6497-TILVL,0,25.33554295554477,1
7219-TLZHO,0,32.67595866878212,1
4622-YNKIJ,0,31.842906921125078,1
4412-YLTKF,0,35.844306080536775,1
6734-PSBAW,0,30.047706303067162,1
3930-ZGWVE,0,20.88079179239007,1
2639-UGMAZ,0,27.474715712272225,1
2876-GZYZC,0,19.53647832567989,1
6207-WIOLX,1,30.85441331467012,1
8587-XYZSF,0,23.949645928417063,1
3091-FYHKI,0,26.932356865419955,1
2372-HWUHI,0,25.08204788061401,1
7799-LGRDP,0,17.63629967445757,1
7850-VWJUU,0,24.321510788611175,1
3774-VBNXY,0,20.090251704001226,1
6217-KDYWC,1,12.046276611970548,1
0390-DCFDQ,0,25.77910197093328,1
3146-MSEGF,0,20.723623369857737,1
4080-OGPJL,0,11.966438058092644,1
1095-WGNGG,0,37.14999783785324,1
2636-SJDOU,0,20.08133960328438,1
1131-QQZEB,0,11.868618333845452,1
5716-EZXZN,2,22.60656541874501,1
6837-BJYDQ,0,12.556035851362187,1
2135-RXIHG,0,46.23143284306488,1
6440-DKQGE,0,16.18234727607041,1
3466-BYAVD,0,26.88158311870817,1
3780-YVMFA,0,33.81064515546154,1
3874-EQOEP,1,22.0708765479529,1
1679-JRFBR,0,32.87639211762497,1
9073-ZZIAY,1,40.25731615777498,1
3077-RSNTJ,0,15.441205554758575,1
6551-GNYDG,0,4.620297206844029,1
9167-APMXZ,1,24.382582550350232,1
2749-CTKAJ,0,17.70483577930098,1
6371-NZYEG,0,30.060016388193443,1
7554-NEWDD,1,30.473909761606098,1
8992-VONJD,0,15.053654290247062,1
0867-MKZVY,0,18.90225805830743,1
4482-EWFMI,0,18.93427493712205,1
4648-YPBTM,0,32.125631500204,1
2907-ILJBN,1,29.02498914712615,1
6345-FZOQH,0,9.239478546827975,1
3376-BMGFE,1,35.983899253336226,1
5997-OPVFA,1,14.039894209689225,1
3445-HXXGF,1,22.929851748257036,1
1159-WFSGR,0,33.67651990835538,1
7654-YWJUF,0,25.022490136443132,0
1875-QIVME,0,12.569009964463204,0
6727-IOTLZ,0,38.52482788337235,1
0691-JVSYA,0,24.65314816418446,1
5918-VUKWP,0,27.421043490256608,1
1744-JHKYS,0,16.60134625162032,1
2656-FMOKZ,0,13.951762387264257,1
2070-FNEXE,0,29.955020145304488,1
5947-SGKCL,0,19.923622359032585,1
3712-PKXZA,0,15.684171802329908,1
6317-YPKDH,0,28.406863548974133,1
6582-OIVSP,0,28.324342085447903,0
9367-WXLCH,0,30.88200867205175,1
5524-KHNJP,1,21.73531935123148,1
1918-ZBFQJ,0,42.255616161633604,1
1024-GUALD,0,25.42912960235699,1
4827-USJHP,0,16.585995304878132,1
8167-GJLRN,0,34.81526993408132,1
0956-SYCWG,0,7.319647645509378,1
8017-UVSZU,0,11.961800272132646,1
7100-FQPRV,0,29.20649401542487,1
2472-OVKUP,0,39.2355168735629,0
2984-RGEYA,1,23.454068124243285,1
9680-NIAUV,0,8.115270524682415,1
2146-EGVDT,0,24.113582385459157,1
2604-IJPDU,0,15.493295341998701,1
9178-JHUVJ,0,23.71455457462986,1
6168-YBYNP,0,13.07514088017476,1
7255-SSFBC,0,36.4237363256215,1
3645-DEYGF,0,37.14405458923062,1
9323-HGFWY,0,19.209735440982197,1
8544-GOQSH,0,36.33062094469334,0
3363-DTIVD,0,12.329455936365724,0
7018-WBJNK,0,30.891802834630294,1
9142-KZXOP,0,29.79328164781655,1
7674-YTAFD,0,8.162405157465955,1
6348-SNFUS,0,10.9470688252567,1
1285-OKIPP,0,21.275487852958747,1
7825-ECJRF,0,23.09697097489054,1
1347-KTTTA,2,27.514170360601376,1
7841-TZDMQ,0,22.723451073206892,1
4195-NZGTA,0,38.69877353580299,1
7157-SMCFK,1,12.32887826452013,1
4709-LKHYG,0,13.315729602305423,1
2504-DSHIH,0,27.90188493241042,1
0699-NDKJM,1,28.203611069791283,1
9286-BHDQG,0,10.210453932874502,1
0230-WEQUW,0,28.860468141830246,1
2040-LDIWQ,1,13.80775602280043,1
6496-JDSSB,0,51.141266338855694,1
9408-SSNVZ,0,16.226340584030908,0
4443-EMBNA,0,20.63530349014198,1
6469-MRVET,1,33.75463357420393,1
0742-MOABM,3,24.152765002436514,1
5961-VUSRV,0,33.56014101428753,1
6778-JFCMK,0,25.20819122188434,1
6341-JVQGF,0,35.928698092779314,1
2232-DMLXU,0,35.16380556732986,1
4811-JBUVU,1,36.45850296923808,1
0945-TSONX,0,15.705157256227512,1
2651-ZCBXV,0,22.672736239072787,1
3316-UWXUY,0,29.649195558395324,1
8937-RDTHP,0,24.567763059423793,1
7083-MIOPC,1,50.07922249595936,1
1984-GPTEH,0,22.27349296193848,1
1251-KRREG,1,20.47629492931781,0
0621-JFHOL,0,23.38261630349611,1
9903-LYSAB,1,14.302552499914686,1
0094-OIFMO,0,30.192481264906572,1
9227-UAQFT,0,20.590672883332044,1
7301-ABVAD,1,20.06347594958408,1
6614-FHDBO,1,21.620623104858957,1
7576-ASEJU,0,20.844660915135645,1
9058-HRZSV,0,18.953682510002686,1
4522-AKYLR,0,16.90144422326396,1
0221-WMXNQ,0,20.212196291236822,1
0303-UNCIP,0,17.02022114477211,1
9947-OTFQU,0,26.38879310853134,1
0322-YINQP,0,1.0,1
0959-WHOKV,0,4.0444219189165835,1
4075-JFPGR,1,18.18599905379951,1
4629-NRXKX,1,34.85420901341561,0
9514-JDSKI,1,42.473126764648214,1
3282-ZISZV,0,10.010281717253399,1
3675-YDUPJ,0,33.68480068378446,1
4111-BNXIF,0,17.58630803482991,1
7017-VFHAY,1,29.711922906810454,1
6655-LHBYW,0,18.70060898822566,1
4959-JOSRX,0,34.72263678268686,1
5046-NUHWD,0,29.853369071796287,1
7273-TEFQD,0,17.12899505615294,0
3606-TWKGI,0,29.869594513026037,1
7529-ZDFXI,0,23.999318229159535,0
7605-BDWDC,0,18.567590220901053,1
1950-KSVVJ,0,20.915635472023556,1
0123-CRBRT,0,19.120258995617462,1
6292-TOSSS,1,13.678825810459827,1
3197-ARFOY,1,23.93911693019347,1
6323-AYBRX,0,36.1497496635411,1
7014-ZZXAW,1,19.077807259858005,1
4385-GZQXV,0,8.338280942030027,0
7633-MVPUY,0,25.472910699676877,1
6366-ZGQGL,0,20.936419012414778,1
4716-HHKQH,0,27.527928904492082,0
5940-AHUHD,0,16.75948397247984,1
6432-TWQLB,0,16.927845181180746,1
4484-GLZOU,0,26.21647112737196,1
3179-GBRWV,0,23.687816651436055,1
8645-KWHJO,0,20.21890614428291,0
4130-MZLCC,1,29.889256953307967,1
0314-TKOSI,1,29.770171005819645,1
8229-MYEJZ,0,35.400743791450076,0
2080-SRCDE,0,8.82634586219831,1
9577-WJVCQ,0,31.018271995578726,1
9512-UIBFX,0,20.853256482749075,0
6202-DYYFX,0,31.19119434138917,1
3808-HFKDE,0,21.144359709108482,1
5583-SXDAG,0,15.678429417634613,1
3488-PGMQJ,0,23.81158954926461,1
3580-REOAC,1,19.292361100173924,1
7534-BFESC,0,40.66304919712142,1
3727-OWVYD,0,26.620655888633145,1
2294-SALNE,0,36.076079332918155,1
4847-TAJYI,1,15.506852791193898,1
1563-IWQEX,0,40.715951291305934,0
8203-XJZRC,2,6.018538005281769,1
6556-DBKZF,0,27.146571249422493,1
6851-WEFYX,0,46.08658894159197,1
2985-JUUBZ,0,20.546669678589556,1
6390-DSAZX,0,26.194704638870846,1
0895-LMRSF,1,17.70371676972262,1
8098-LLAZX,0,27.381928185640994,0
8266-VBFQL,1,30.782004975580723,0
8181-YHCMF,2,29.842912339401114,1
2240-HSJQD,0,36.3184553310152,1
1248-DYXUB,0,45.84768449207895,1
0265-EDXBD,0,18.844063164309848,1
4115-BNPJY,1,25.91406237701225,1
3167-SNQPL,0,28.872794696039573,1
4091-TVOCN,0,23.077774283621018,1
1098-TDVUQ,0,15.003432172261046,1
7277-OZCGZ,0,28.544417353155012,1
1557-EMYVT,0,16.350079874963708,1
2799-ARNLO,1,3.2638174494452885,1
7563-BIUPC,1,37.08514173594173,1
5027-YOCXN,1,27.156523556586677,1
3973-SKMLN,0,43.887410357467665,1
2321-OMBXY,0,13.716827932384648,0
2840-XANRC,1,37.71267272415655,1
6745-JEFZB,0,15.729839915470746,1
5020-ZSTTY,0,1.0,1
9880-TDQAC,0,7.498081493915484,1
8705-WZCYL,2,22.94146773138361,1
7102-JJVTX,0,22.850682650513907,1
8626-PTQGE,0,41.15645068072925,1
4983-CLMLV,0,26.31878269677125,1
5701-YVSVF,0,14.47959367691408,0
5804-LEPIM,0,20.214761107639657,1
5697-GOMBF,0,23.692309744019322,1
2739-CACDQ,0,33.83077795994179,1
9385-EHGDO,1,6.810028418228086,1
9498-FIMXL,1,18.37069513390464,1
2379-GYFLQ,0,16.2360015197739,1
0122-OAHPZ,0,21.32105998417937,1
2868-SNELZ,0,29.94015537235788,1
4322-RCYMT,0,26.311124912958,1
6680-NENYN,0,42.88066306419144,1
2088-IEBAU,1,28.80494235172225,1
7982-VCELR,0,19.050206956328477,1
1343-EHPYB,0,16.800231154234325,1
6035-BXTTY,1,11.327401144840211,1
6885-PKOAM,0,31.774297988856766,1
7520-HQWJU,0,34.21022206772968,1
9639-BUJXT,0,11.306028142769572,1
5924-SNGKP,1,18.75503196399434,1
0021-IKXGC,1,24.826619556557922,1
2034-GDRCN,0,34.16722276952712,1
8966-SNIZF,3,29.185439104447266,1
6243-OZGFH,0,23.016683849304904,1
4654-DLAMQ,0,30.716125289975885,1
0513-RBGPE,1,25.5225508983804,1
5160-UXJED,0,11.014091561858233,1
4115-NZRKS,0,25.38257780650073,1
0219-YTZUE,1,13.125212993767267,0
0623-IIHUG,0,1.0,1
4572-DVCGN,0,16.01248302336261,1
3351-NGXYI,0,13.681662876341585,1
8984-EYLLL,0,13.178985312163423,1
9057-MSWCO,0,10.093646120066115,1
9833-TGFHX,0,26.86497331767177,1
9294-TDIPC,1,22.30722631791909,1
5229-DTFYB,0,38.669899122083,0
0104-PPXDV,0,45.738305368357615,0
5176-LMJXE,0,27.187181105815142,1
3583-KRKMD,1,15.377404595421043,1
1010-DIAUQ,0,21.57225664335246,1
9069-LGEUL,0,28.10539191866894,1
7302-ZHMHP,0,8.730905323293296,1
9571-EDEBV,1,30.23748945768107,1
3520-FJGCV,0,20.94969107854726,1
6563-VRERX,0,26.32222691012266,1
0259-GBZSH,0,32.94443386056378,1
6122-EFVKN,0,44.36221156247217,1
2805-EDJPQ,1,25.481868900848337,1
6862-CQUMB,0,18.179770503486612,1
7156-MXBJE,0,18.37352059131107,1
6158-HDPXZ,1,24.199900848542583,1
9601-BRXPO,0,32.896337613458435,1
2863-IMQDR,0,16.632205069381357,1
5686-CMAWK,0,23.07055793845406,1
5651-CRHKQ,0,23.960161276685948,0
6905-NIQIN,0,40.06462707478032,1
8204-YJCLA,2,22.22924049156493,1
5167-ZFFMM,0,32.604655918823475,1
6583-SZVGP,0,18.987818074362263,1
4895-TMWIR,0,36.42065692914453,1
0533-BNWKF,0,40.96862965480892,1
1708-PBBOA,0,36.13802462706007,1
8782-LKFPK,0,27.305925235011866,1
5522-JBWMO,0,5.784148598581359,1
3597-MVHJT,1,12.21576025483759,1
9774-NRNAU,0,4.57133121794786,1
0224-RLWWD,0,10.70577960329907,1
9967-ATRFS,0,32.250832035350236,1
3951-NJCVI,0,13.561195821814774,1
2977-CEBSX,0,20.165832896615996,1
0177-PXBAT,0,4.566390703531859,1
6599-CEBNN,0,39.828157099057044,1
2519-ERQOJ,0,21.83497377804939,1
5876-QMYLD,1,29.47563601212514,1
2277-AXSDC,0,30.87337065853888,1
9442-JTWDL,0,18.690213705633624,1
0979-PHULV,0,13.479647872630624,1
3067-SVMTC,1,28.04408341211858,1
5495-GPSRW,0,38.72391026055623,1
7606-BPHHN,1,27.633766129074544,1
4742-DRORA,0,23.269728522225492,0
0111-KLBQG,1,28.74416177761379,1
4800-VHZKI,0,19.498968025401457,1
7989-CHGTL,0,31.801544962084836,1
0334-GDDSO,0,17.118621904217864,1
4163-NCJAK,0,25.54170885893061,1
5233-AOZUF,0,25.1611200068451,1
5973-EJGDP,0,47.25454585794504,1
1996-DBMUS,0,37.00944258213231,1
7916-VCCPB,1,12.166113270945823,1
4686-GEFRM,1,17.328049212029253,1
5249-QYHEX,0,37.6912443426286,1
0578-SKVMF,0,14.090910197757578,1
5564-NEMQO,2,17.020166422788055,1
2233-FAGXV,0,29.06402892371401,1
5605-IYGFG,0,15.553388388689974,1
7663-ZTEGJ,0,39.93662326059905,1
3935-TBRZZ,1,26.913738817807044,1
8111-BKVDS,0,33.111172763232496,1
2055-SIFSS,0,21.408838136977216,1
2806-MLNTI,1,14.096833577785663,1
8734-DKSTZ,0,7.21689472370458,1
4360-PNRQB,0,4.64275325180396,1
6152-ONASV,0,27.388125115472192,1
9063-ZGTUY,0,16.7088127601618,1
7781-HVGMK,2,13.926800900994648,1
2181-UAESM,0,2.520253830559441,1
2957-LOLHO,0,25.029931383250975,1
6048-NJXHX,0,33.65333317241266,0
2320-SLKMB,0,26.432999228291756,1
4980-URKXC,1,30.600621348610993,1
4376-KFVRS,0,25.03866933419832,1
5886-VLQVU,1,31.19329000707154,1
3577-AMVUX,0,23.719790337592148,1
0771-WLCLA,0,18.623103447424068,1
5628-RKIFK,0,20.624323474231385,0
0206-TBWLC,0,23.86204638419064,1
2937-FTHUR,0,21.890115931709065,1
1910-FMXJM,1,40.149861252432814,1
7752-XUSCI,0,28.489398243269765,1
4110-PFEUZ,1,18.517986516488897,1
0732-OCQOC,1,37.36640126083199,0
5168-MSWXT,0,30.97788737682656,0
1090-ESELR,0,28.051801092676413,1
8592-PLTMQ,0,29.404120114906107,1
5760-WRAHC,0,18.745297581344257,0
8847-GEOOQ,0,21.639590053195462,1
0256-LTHVJ,0,25.826116963070575,1
4785-FCIFB,1,22.90886247673871,0
8313-NDOIA,0,36.80337138611855,1
5149-CUZUJ,1,25.760426128750392,1
0942-KOWSM,0,20.317376145504923,1
4237-CLSMM,0,16.48892549803561,1
1452-VOQCH,0,34.885151202324096,1
4719-UMSIY,1,12.968465730146875,1
6614-VBEGU,1,15.461970093691807,1
0880-TKATG,0,39.08576403130336,0
3811-VBYBZ,0,24.084376527612108,0
1480-BKXGA,0,25.452840729961473,1
2996-XAUVF,0,28.03356849365599,1
9076-AXYIK,0,14.373527945570409,1
5968-XQIVE,0,15.028950553927816,0
8896-RAZCR,0,26.148848701113785,1
4640-UHDOS,0,21.432908726732858,1
4933-IKULF,0,1.0,0
3583-EKAPL,0,17.428163130626633,1
1304-BCCFO,1,33.09370638203732,1
4104-PVRPS,0,19.171899689424873,1
9399-APLBT,1,9.186517965160945,1
2359-KMGLI,0,22.62291691913477,1
3780-DDGSE,2,14.930310957917627,1
4431-EDMIQ,0,10.570435792382671,1
0306-JAELE,0,19.51078268291902,1
6227-HWPWX,1,24.661613137005716,1
0486-LGCCH,0,13.078018841091575,1
0447-BEMNG,0,17.120085700059036,1
4612-SSVHJ,0,20.327671070099118,1
5168-MQQCA,0,21.332879384503165,1
5949-XIKAE,0,14.214270665244321,1
7971-HLVXI,0,18.353449738381517,1
9094-AZPHK,0,25.211542387102188,1
3649-JPUGY,0,21.08500793686465,1
4472-LVYGI,0,24.76985687233813,1
8372-JUXUI,0,1.0,1
3552-CTCYF,1,17.113927770423892,1
6778-YSNIH,0,18.645393345580356,1
0388-EOPEX,0,14.207639096028503,1
5756-OZRIO,0,22.827380438469085,1
6579-JPICP,0,10.119966194430695,1
8205-OTCHB,0,36.404085455215565,1
4134-BSXLX,0,39.57372180694433,1
0505-SPOOW,0,42.301813158227226,1
6235-VDHOM,0,36.13766500279564,1
7783-YKGDV,0,7.796091884138734,1
4374-YMUSQ,0,37.54851900384641,1
4513-CXYIX,0,25.524543163836356,1
3957-HHLMR,0,15.224517322653632,1
7803-XOCCZ,1,17.501651456407014,1
5736-YEJAX,0,33.523408724021635,1
5609-CEBID,0,1.0,1
8981-FJGLA,0,20.158860649263815,1
7218-HKQFK,0,25.11383643707928,1
4636-QRJKY,0,29.209434248601816,1
1135-LMECX,0,30.412661579506484,1
4332-MUOEZ,1,30.740305012752085,1
8535-SFUTN,0,5.7141947300563976,1
5956-VKDTT,0,3.4557799278709975,1
8677-HDZEE,1,17.006117211242202,1
2475-MROZF,0,21.451190990121724,1
9412-GHEEC,1,26.671992718386733,1
3482-ABPKK,0,34.88346542384995,1
6705-LXORM,0,19.720124774566823,1
0257-ZESQC,0,19.24649997831843,1
7531-GQHME,0,23.623415088097172,1
5174-ITUMV,0,29.237803823164832,1
4109-CYRBD,0,14.047259616053326,1
0913-XWSCN,0,35.25077232971688,1
6825-UYPFK,0,17.12973200992472,1
8397-MVTAZ,2,21.734582886317128,1
0750-EBAIU,1,38.511354502806334,1
8606-CIQUL,1,29.93103182911009,1
3571-DPYUH,0,21.27296270238111,1
7601-GNDYK,0,24.398887505990313,1
0356-OBMAC,0,16.215733464721705,0
8067-NIOYM,0,35.90766218942978,1
1403-GYAFU,0,26.74081807483235,1
4234-XTNEA,0,19.705995116235684,1
1297-VQDRP,0,30.706517147372352,0
9282-IZGQK,0,19.335344405167618,1
5348-CAGXB,0,1.0,1
0621-HJWXJ,0,24.989491921994837,1
5844-QVTAT,0,30.596060528990716,1
8905-IAZPF,0,21.567916806805744,1
5394-MEITZ,0,41.53762976495129,1
6859-QNXIQ,0,30.631030327264963,1
2782-LFZVW,0,16.31985338305397,1
2866-IKBTM,0,38.73344331497512,0
1342-JPNKI,0,25.927452253166198,1
2817-NTQDO,1,17.12564108697368,1
7129-AZJDE,1,20.78084216771392,1
6986-IJDHX,1,16.500269299606003,0
2560-PPCHE,0,31.412623385172864,1
4676-MQUEA,0,17.50013246060178,1
8138-EALND,0,31.707490903151974,1
3580-HYCSP,0,31.117257235009873,1
1352-HNSAW,1,42.917113687322384,1
2075-PUEPR,1,32.35344502689723,0
1982-FEBTD,0,35.65488467290812,1
5301-GAUUY,0,9.834469508050548,1
5791-KAJFD,0,39.03739548126768,1
2654-VBVPB,0,11.627657405417722,1
1154-HYWWO,0,31.482967049260857,1
2501-XWWTZ,0,22.03708587968364,1
3716-UVSPD,1,22.327386606121735,1
6815-ABQFQ,0,21.095434283537223,1
7343-EOBEU,0,22.095708190693703,1
3701-SFMUH,0,36.682364174263256,1
6103-LIANB,0,19.831294445289146,1
7319-VENRZ,0,41.62955559144978,1
5846-NEQVZ,0,27.03652894214823,1
6967-QIQRV,0,31.59539838981024,1
5781-RFZRP,0,36.91844266817366,1
0939-YAPAF,1,29.529165400147235,1
0308-IVGOK,0,16.12510707031296,1
7293-LSCDV,0,13.07081148992697,1
7025-WCBNE,0,33.49448767463596,1
5756-JYOJT,2,19.143116968255953,1
4710-FDUIZ,0,6.382122076420057,0
6030-REHUX,0,11.419472252068022,1
9548-LIGTA,0,15.832505752969867,1
5150-LJNSR,1,25.810139027931744,1
8270-RKSAP,0,27.76347919748117,1
6522-YRBXD,0,17.81805379260304,1
2640-LYMOV,1,8.188012934974719,1
1218-VKFPE,0,3.3334707805563077,1
3627-FHKBK,1,28.95475970941935,0
2865-TCHJW,0,19.52997308901999,1
1423-BMPBQ,1,16.843886123863633,1
2393-DIVAI,1,17.058567773249862,1
5192-EBGOV,1,25.518991128348198,1
4568-KNYWR,0,27.77914858656393,1
8752-IMQOS,0,1.0,0
0742-LAFQK,2,15.922668571260573,1
0795-LAFGP,0,17.81304502164328,1
0619-OLYUR,0,20.409693470362036,1
5512-IDZEI,0,27.476950347844404,0
0459-SPZHJ,0,26.369790486740467,1
0215-BQKGS,1,33.77138249328189,1
9244-ZVAPM,0,14.576595076580825,1
0719-SYFRB,1,19.197109418489553,1
8208-EUMTE,1,7.750362842132537,1
5172-MIGPM,2,36.09790270107596,1
1710-RCXUS,0,26.229898032159284,1
0374-FIUCA,0,38.038542387803304,1
5839-SUYVZ,0,36.529166021907926,1
5173-ZXXXL,0,17.186301858091696,1
1096-ADRUX,0,34.379626503039766,1
2001-MCUUW,0,14.608347509749862,1
2731-GJRDG,0,28.498159654310765,1
4723-BEGSG,0,43.84714732708804,1
6516-NKQBO,1,20.22644315973103,1
8672-OAUPW,0,20.173285369743823,1
8207-DMRVL,0,31.90731886908292,1
3419-SNJJD,0,18.2106295234292,1
6543-CPZMK,0,7.872726384762199,1
4765-OXPPD,0,29.551725542321453,0
2804-ETQDK,0,37.375945697834545,1
6689-VRRTK,0,22.281211143961546,1
7138-GIRSH,1,30.487023511534098,0
9396-ZSFLL,0,24.44415050583692,1
6464-KEXXH,0,25.220592845406717,1
7134-MJPDY,0,30.614960412749312,1
5240-CAOYT,0,13.516656568413325,0
4059-IIEBK,0,28.340783150310813,1
4881-JVQOD,0,27.718038352920537,1
0516-UXRMT,0,30.497926326426374,1
4851-BQDNX,1,8.200931531581713,1
5148-HKFIR,0,27.074152625903984,1
1009-IRMNA,0,17.464702599437395,1
3003-CMDUU,1,17.179799779524632,1
5016-IBERQ,0,38.574188244669905,1
6797-UCJHZ,0,23.41586025317769,1
2469-DTSGX,2,40.89185111289421,1
4554-YGZIH,1,3.9544088107052797,1
5099-BAILX,0,39.82580548685913,1
9931-KGHOA,0,14.702089136070962,0
1775-KWJKQ,0,16.35461197402881,1
7665-VIGUD,1,37.32371716426243,1
9411-TPQQV,0,19.93572050054774,1
7207-RMRDB,0,21.47588346556524,1
7954-MLBUN,0,6.702626254404706,1
2077-DDHJK,0,26.58966138170939,0
4913-EHYUI,0,5.5989409914675985,1
0195-IESCP,0,21.00337159497247,1
9574-BOSMD,0,41.27686651088439,1
4580-TMHJU,0,38.91093223046329,0
0970-ETWGE,0,26.293758237981745,1
4908-XAXAY,0,33.96546414342481,1
8404-VLQFB,1,4.363263331015304,1
1626-ERCMM,0,15.648561963232954,1
0887-HJGAR,0,30.52545338334605,0
2391-IPLOP,0,1.0,1
5644-PDMZC,0,27.435292736888258,1
3509-GWQGF,1,23.338012219098786,1
9576-ANLXO,0,19.08524454387659,1
2024-BASKD,1,21.91947025552004,1
5845-BZZIB,1,17.503221906208587,1
1140-UKVZG,1,24.298652268968,1
4160-AMJTL,0,28.440054631804916,1
5183-SNMJQ,0,18.674765750460466,1
8100-PNJMH,0,21.726272324916753,0
7838-LAZFO,0,32.74064442107501,1
4464-JCOLN,1,11.927994276542831,1
2085-JVGAD,1,30.57578774367296,1
5650-VDUDS,0,27.86621446433721,1
8095-WANWK,0,16.01945731467234,0
3030-ZKIWL,0,38.96954559458396,1
9565-FLVCG,0,17.801262601363675,1
